	Line	Next
12808	var62=tensorflow.global_variables_initializer var71=tensorflow.reduce_mean var73=var72.minimize	var74=tensorflow.argmax
12809	var71=tensorflow.reduce_mean var73=var72.minimize var74=tensorflow.argmax	var62.run
12810	var20=var20.drop var22=var1.drop var24.fit	iloc
12811	var14=var18.transform var16=var18.transform var19.fit	var22.fit
12812	var16=var18.transform var19.fit var22.fit	var23.head
12813	var2.head var4=numpy.unique var7.fit	var8=var7.predict_proba
12814	matplotlib.pyplot.legend matplotlib.pyplot.show var7.fit	var11=var7.predict_proba
12815	var16.append_0 var20.lr_find var20.fit	var20.fit
12816	var20.lr_find var20.fit var20.fit	var22=var20.predict
12817	import_os var7=lightgbm.Dataset	var8=lightgbm.Dataset
12818	import_os var7=lightgbm.Dataset var8=lightgbm.Dataset	var10=lightgbm.train
12819	var7=lightgbm.Dataset var8=lightgbm.Dataset var10=lightgbm.train	lightgbm.plot_importance
12820	var6.head import_lightgbm var12=lightgbm.Dataset	var13=lightgbm.Dataset
12821	import_lightgbm var12=lightgbm.Dataset var13=lightgbm.Dataset	var15=lightgbm.train
12822	var12=lightgbm.Dataset var13=lightgbm.Dataset var15=lightgbm.train	var16=var15.predict
12823	var17.head shape var26.fit	numpy.sum
12824	var25.set_params var26.fit var27=lightgbm.LGBMClassifier	var27.set_params
12825	var26.fit var27=lightgbm.LGBMClassifier var27.set_params	var27.set_params
12826	var27=lightgbm.LGBMClassifier var27.set_params var27.set_params	var27.fit
12827	var27.set_params var27.set_params var27.fit	var28=pandas.Series
12828	var12=lightgbm.Dataset var13=lightgbm.Dataset var15=lightgbm.train	lightgbm.plot_importance
12829	var8.append_0 var12.lr_find var12.fit	var12.fit
12830	var12.lr_find var12.fit var12.fit	y
12831	y var12.lr_find var12.fit	var12.fit
12832	var12.lr_find var12.fit var12.fit	var22=var12.predict
12833	import_xgboost var12=xgboost.DMatrix var13=xgboost.DMatrix	var14=xgboost.DMatrix
12834	var12=xgboost.DMatrix var13=xgboost.DMatrix var14=xgboost.DMatrix	var17=pandas.read_csv
12835	var18.head var6=pandas.merge var13=xgboost.DMatrix	var14=xgboost.DMatrix
12836	var6=pandas.merge var13=xgboost.DMatrix var14=xgboost.DMatrix	var12=xgboost.DMatrix
12837	var13=xgboost.DMatrix var14=xgboost.DMatrix var12=xgboost.DMatrix	var21=xgboost.train
12838	var14=xgboost.DMatrix var12=xgboost.DMatrix var21=xgboost.train	var22=pandas.DataFrame
12839	var8=numpy.array var11=numpy.array var12=lightgbm.Dataset	var15=lightgbm.train
12840	var11=numpy.array var12=lightgbm.Dataset var15=lightgbm.train	var16=sklearn.ensemble.RandomForestClassifier
12841	var12=lightgbm.Dataset var15=lightgbm.train var16=sklearn.ensemble.RandomForestClassifier	var16.fit
12842	var15=lightgbm.train var16=sklearn.ensemble.RandomForestClassifier var16.fit	var17=sklearn.metrics.roc_auc_score
12843	var20.to_csv var18=var16.predict shape	var1=var1.join
12844	var34=var0.drop var34=var0.copy var35.fit	var37.head
12846	var15=pandas.merge var14.head var19.set_params	var19.fit
12847	var14.head var19.set_params var19.fit	var21=var19.predict_proba
12857	var12=var11.fit_transform var13=var11.transform var15.fit	var12=var15.transform
12858	var21=var19.merge var26=var26.drop var23.fit	var26=var23.transform
12859	var26=var23.transform var27=var23.transform var24.fit	var26=var24.transform
12860	var26=var24.transform var27=var24.transform var28.fit	var30=pandas.DataFrame
12861	var14.append_0 var18.lr_find var18.fit	var20=var18.predict
12862	y var18.lr_find var18.fit	var18.fit
12863	var18.lr_find var18.fit var18.fit	var20=var18.predict
12865	var26.fit var27=lightgbm.LGBMClassifier var27.set_params	var27.fit
12866	var27=lightgbm.LGBMClassifier var27.set_params var27.fit	var28=pandas.Series
12867	var99.savefig var93.append_0 var117.compile	var114.append_0
12868	var93.append_0 var117.compile var114.append_0	var121=var117.fit
12869	var117.compile var114.append_0 var121=var117.fit	history
12870	var36=lightgbm.Dataset var37=lightgbm.Dataset var39=lightgbm.train	var40=var39.predict
12871	var22.append_0 var26.lr_find var26.fit	var28=var26.predict
12872	y var26.lr_find var26.fit	var26.fit
12873	var26.lr_find var26.fit var26.fit	var28=var26.predict
12874	var36=var39.transform var37=var39.transform var48.fit	var48.fit
12875	var37=var39.transform var48.fit var48.fit	matplotlib.pyplot.figure
12876	var27=lightgbm.Dataset var28=lightgbm.Dataset var30=lightgbm.train	var31=var30.predict
12877	var4=var4.merge var3.head var34=lightgbm.LGBMClassifier	var35=numpy.zeros
12878	var20=var20.drop var21=var21.drop var30=xgboost.XGBClassifier	var30.fit
12879	var21=var21.drop var30=xgboost.XGBClassifier var30.fit	var31=var30.predict_proba
12880	var6.fit var8=lightgbm.cv var6=lightgbm.LGBMModel	var6.get_params
12881	var8=lightgbm.cv var6=lightgbm.LGBMModel var6.get_params	import_random
12884	var12=var12.drop var13=var13.drop var24=numpy.zeros	var25=lightgbm.LGBMClassifier
12885	var13=var13.drop var24=numpy.zeros var25=lightgbm.LGBMClassifier	var25.fit
12886	var168=var163.drop var169=numpy.zeros var170=lightgbm.LGBMClassifier	var170.fit
12887	import_lightgbm var31=var31.drop var33=lightgbm.LGBMClassifier	var33.fit
12888	var31=var31.drop var33=lightgbm.LGBMClassifier var33.fit	var35=pandas.DataFrame
12889	var35=pandas.DataFrame var35.to_csv var37=pandas.DataFrame	matplotlib.pyplot.xlabel
12890	var45.fit var46=var45.predict var51.compile	var51.fit
12891	var46=var45.predict var51.compile var51.fit	var52.to_csv
12892	var25=pandas.get_dummies var24=pandas.get_dummies import_lightgbm	var36=numpy.zeros
12893	var24=pandas.get_dummies import_lightgbm var36=numpy.zeros	var37=lightgbm.LGBMClassifier
12894	import_lightgbm var36=numpy.zeros var37=lightgbm.LGBMClassifier	var37.fit
12895	var0=pandas.get_dummies var1=pandas.get_dummies import_lightgbm	var46=numpy.zeros
12896	var1=pandas.get_dummies import_lightgbm var46=numpy.zeros	var47=lightgbm.LGBMClassifier
12897	import_lightgbm var46=numpy.zeros var47=lightgbm.LGBMClassifier	var48=pandas.read_csv
12898	var47.fit var60=lightgbm.cv var47=lightgbm.LGBMModel	var47.get_params
12899	var60=lightgbm.cv var47=lightgbm.LGBMModel var47.get_params	import_random
12900	var0=var0.drop var35=lightgbm.LGBMClassifier var35.fit	var37=pandas.DataFrame
12901	var37=pandas.DataFrame var37.to_csv var39=pandas.DataFrame	matplotlib.pyplot.xlabel
12902	var30.fit var1.fillna var31.fit	columns
12903	var1.fillna var31.fit columns	var28=plotly.graph_objs.Bar
12919	matplotlib.pyplot.legend matplotlib.pyplot.show var30=var26.drop	var14=var12.drop
12920	matplotlib.pyplot.show var30=var26.drop var14=var12.drop	var31=var27.drop
12921	var30=var26.drop var14=var12.drop var31=var27.drop	var32=var15.fit
12922	var14=var12.drop var31=var27.drop var32=var15.fit	var35=var13.value_counts
12923	var14=var12.drop var31=var27.drop var52=var15.fit	var35=var13.value_counts
12924	var23.add_row var8=pandas.read_csv var30=var26.drop	var14=var12.drop
12925	var8=pandas.read_csv var30=var26.drop var14=var12.drop	var31=var27.drop
12927	var14=var12.drop var31=var27.drop var32=var15.fit	var33.update
12928	var31=var27.drop var32=var15.fit var33.update	var57.append_0
12929	var14=var12.drop var31=var27.drop var67=var15.fit	var35=var13.value_counts
12930	var67=var15.fit var35=var13.value_counts var73=pandas.Series	var74=pandas.concat
12931	var35=var13.value_counts var73=pandas.Series var74=pandas.concat	var76=var74.append_0
12932	var73=pandas.Series var74=pandas.concat var76=var74.append_0	var30=var76.drop
12933	var74=pandas.concat var76=var74.append_0 var30=var76.drop	var77=var15.fit
12934	var76=var74.append_0 var30=var76.drop var77=var15.fit	iloc
12935	var30=var76.drop var77=var15.fit iloc	var9.update
12936	var77=var15.fit iloc var9.update	var35=var13.value_counts
12937	var84=pandas.read_csv var85=var84.sort_values var30=var51.drop	var88=var87.fit
12938	var85=var84.sort_values var30=var51.drop var88=var87.fit	var35=var13.value_counts
12939	var22=var1.copy var22.head var14.fit	var20=var14.transform
12940	var22.head var14.fit var20=var14.transform	var1=var14.transform
12941	var20=var14.transform var1=var14.transform var23.fit	var24=var23.predict
12942	import_xgboost var29=pandas.concat var30=xgboost.DMatrix	var31=xgboost.DMatrix
12943	var29=pandas.concat var30=xgboost.DMatrix var31=xgboost.DMatrix	var32=xgboost.DMatrix
12944	var30=xgboost.DMatrix var31=xgboost.DMatrix var32=xgboost.DMatrix	var37=xgboost.train
12945	var31=xgboost.DMatrix var32=xgboost.DMatrix var37=xgboost.train	var38=var37.predict
12953	var28.append_0 var29.append_1 var34.compile	var30.append_0
12954	var29.append_1 var34.compile var30.append_0	var31.append_1
12955	var34.compile var30.append_0 var31.append_1	var37.append_0
12956	var23=var1.merge var24=var0.merge var23=var15.fit_transform	var24=var15.transform
12957	var24=var0.merge var23=var15.fit_transform var24=var15.transform	var23=var26.fit_transform
12958	var23=var15.fit_transform var24=var15.transform var23=var26.fit_transform	var24=var26.transform
12959	var24=var15.transform var23=var26.fit_transform var24=var26.transform	var27.fit
12960	var4=var12.drop var13=var1.dropna var14=sklearn.linear_model.LogisticRegression	var14.fit
12961	var13=var1.dropna var14=sklearn.linear_model.LogisticRegression var14.fit	var15=var14.predict
12962	var14=sklearn.linear_model.LogisticRegression var14.fit var15=var14.predict	var16.fit
12963	var14.fit var15=var14.predict var16.fit	import_os
12964	var15=var14.predict var16.fit import_os	var17.fit
12965	var16.fit import_os var17.fit	var18=pandas.DataFrame
12966	var35=var33.predict var33.fit var38=lightgbm.LGBMClassifier	var39.fit
12967	var33.fit var38=lightgbm.LGBMClassifier var39.fit	var32=var39.predict
12968	var5=var5.drop var7=lightgbm.LGBMClassifier var7.fit	import_shap
12969	var9.value_counts var23.head var26=lightgbm.Dataset	var27=lightgbm.Dataset
12970	var23.head var26=lightgbm.Dataset var27=lightgbm.Dataset	var29=lightgbm.train
12971	var26=lightgbm.Dataset var27=lightgbm.Dataset var29=lightgbm.train	lightgbm.plot_importance
12972	var23=var25.fit_transform var24=var25.transform var26.fit	import_eli5
12973	var24=var25.transform var26.fit import_eli5	var26.fit
12974	var42=numpy.zeros shape import_tensorflow	tensorflow.reset_default_graph
12975	shape import_tensorflow tensorflow.reset_default_graph	var22=tensorflow.placeholder
12976	import_tensorflow tensorflow.reset_default_graph var22=tensorflow.placeholder	var46=tensorflow.placeholder
12977	tensorflow.reset_default_graph var22=tensorflow.placeholder var46=tensorflow.placeholder	var47=tensorflow.get_variable
12978	var22=tensorflow.placeholder var46=tensorflow.placeholder var47=tensorflow.get_variable	var48=tensorflow.get_variable
12979	var46=tensorflow.placeholder var47=tensorflow.get_variable var48=tensorflow.get_variable	var50=tensorflow.get_variable
12980	var47=tensorflow.get_variable var48=tensorflow.get_variable var50=tensorflow.get_variable	var51=tensorflow.get_variable
12981	var48=tensorflow.get_variable var50=tensorflow.get_variable var51=tensorflow.get_variable	var53=tensorflow.get_variable
12982	var50=tensorflow.get_variable var51=tensorflow.get_variable var53=tensorflow.get_variable	var54=tensorflow.get_variable
12983	var51=tensorflow.get_variable var53=tensorflow.get_variable var54=tensorflow.get_variable	var57=tensorflow.argmax
12984	var53=tensorflow.get_variable var54=tensorflow.get_variable var57=tensorflow.argmax	var59=tensorflow.reduce_mean
12985	var54=tensorflow.get_variable var57=tensorflow.argmax var59=tensorflow.reduce_mean	var60=tensorflow.equal
12986	var57=tensorflow.argmax var59=tensorflow.reduce_mean var60=tensorflow.equal	var61=tensorflow.reduce_mean
12987	var59=tensorflow.reduce_mean var60=tensorflow.equal var61=tensorflow.reduce_mean	var63=tensorflow.InteractiveSession
12988	var60=tensorflow.equal var61=tensorflow.reduce_mean var63=tensorflow.InteractiveSession	var64=tensorflow.global_variables_initializer
12989	var61=tensorflow.reduce_mean var63=tensorflow.InteractiveSession var64=tensorflow.global_variables_initializer	var63.run
12990	var63=tensorflow.InteractiveSession var64=tensorflow.global_variables_initializer var63.run	var73=var63.run
12991	var7=pandas.DataFrame var8=var7.pop var10.fit	matplotlib.pyplot.show
12992	iloc var1=var1.merge var20.sort_values	iloc
12993	var1=var1.merge var20.sort_values iloc	var25.fit
12994	var20.sort_values iloc var25.fit	coef_
12995	iloc var25.fit coef_	var1=var1.merge
12996	var3.head var13=var0.merge var18.sort_values	iloc
12997	var13=var0.merge var18.sort_values iloc	var27.fit
12998	var18.sort_values iloc var27.fit	coef_
12999	iloc var27.fit coef_	var3=pandas.DataFrame
13000	var12=var2.drop var12=var2.copy var13.fit	var15.head
13001	var13.fit var0.fillna var14=var0.drop	var16.fit
13002	var0.fillna var14=var0.drop var16.fit	var18=pandas.DataFrame
13003	var16.fit var18=pandas.DataFrame import_xgboost	var20=xgboost.XGBClassifier
13004	var18=pandas.DataFrame import_xgboost var20=xgboost.XGBClassifier	var20.fit
13005	import_xgboost var20=xgboost.XGBClassifier var20.fit	var22=pandas.DataFrame
13006	var35=numpy.array var36=numpy.array var37.fit	var39.head
13007	var3=var1.drop var3.info import_lightgbm	var6=lightgbm.LGBMClassifier
13008	var3.info import_lightgbm var6=lightgbm.LGBMClassifier	var6.fit
13009	import_lightgbm var6=lightgbm.LGBMClassifier var6.fit	var7=pandas.Series
13010	var6.fit var7=pandas.Series var8.fit	var7=pandas.Series
13011	var1=pandas.concat var5=pandas.get_dummies var6.add_dense	var6.add_dense
13012	var5=pandas.get_dummies var6.add_dense var6.add_dense	var6.add_dense
13014	var6.add_dense var6.add_dense var6.add_dense	var8=var7.sample
13015	var8=var7.sample var7=var7.drop var6.fit_generator	var8=var7.sample
13016	var1=var1.fillna var19.fit var23=var23.fit	columns
13017	var27=var27.set_index var27.plot var29=var28.fit	var30=numpy.cumsum
13018	var8.head var8.drop var11.fit	matplotlib.pyplot.figure
13020	var24=lightgbm.Dataset var25=lightgbm.Dataset var27=lightgbm.train	var28=var27.predict
13021	var21.head var21.drop loc	var35.add_dense
13022	var21.drop loc var35.add_dense	var35.add_dense
13023	loc var35.add_dense var35.add_dense	var35.add_dense
13024	var35.add_dense var35.add_dense var35.add_dense	var35.add_dense
13025	var35.add_dense var35.add_dense var35.add_dense	var35.compile
13026	var35.add_dense var35.add_dense var35.compile	var36=var35.fit
13027	var35.add_dense var35.compile var36=var35.fit	var37=var35.predict
13028	var0.head import_xgboost var2=xgboost.XGBClassifier	loc
13029	import_xgboost var2=xgboost.XGBClassifier loc	loc
13030	var2=xgboost.XGBClassifier loc loc	loc
13031	loc loc loc	var3=numpy.array
13032	loc loc var3=numpy.array	var5=numpy.array
13033	loc var3=numpy.array var5=numpy.array	var4=numpy.array
13034	var3=numpy.array var5=numpy.array var4=numpy.array	var2.fit
13035	var5=numpy.array var4=numpy.array var2.fit	var6=var2.predict_proba
13036	var3.fillna var3.head var31=pandas.DataFrame	var32.fit
13037	var34=var32.predict_proba var40=pandas.DataFrame var32.fit	var38=pandas.DataFrame
13038	var11=var11.drop var13=var10.drop var14.fit	var15=var14.predict
13039	var0=pandas.read_csv var0=pandas.get_dummies var5.fit	var6=var5.transform
13043	var27=var24.predict var28=var24.predict import_sklearn.linear_model	var29.fit
13044	var28=var24.predict import_sklearn.linear_model var29.fit	import_gc
13045	import_sklearn.linear_model var29.fit import_gc	import_os
13046	var29.fit import_gc import_os	var34.add_dense
13047	import_gc import_os var34.add_dense	var34.add_prelu
13048	import_os var34.add_dense var34.add_prelu	var34.add_dropout
13049	var34.add_dense var34.add_prelu var34.add_dropout	var34.add_dense
13050	var34.add_prelu var34.add_dropout var34.add_dense	var34.add_prelu
13051	var34.add_dropout var34.add_dense var34.add_prelu	var34.add_batchnormalization
13052	var34.add_dense var34.add_prelu var34.add_batchnormalization	var34.add_dropout
13053	var34.add_prelu var34.add_batchnormalization var34.add_dropout	var34.add_dense
13054	var34.add_batchnormalization var34.add_dropout var34.add_dense	var34.add_prelu
13066	var34.add_batchnormalization var34.add_dropout var34.add_dense	var34.compile
13067	var34.add_dropout var34.add_dense var34.compile	var34.fit
13068	var34.add_dense var34.compile var34.fit	var36=lightgbm.Dataset
13069	var34.compile var34.fit var36=lightgbm.Dataset	var37=lightgbm.Dataset
13070	var34.fit var36=lightgbm.Dataset var37=lightgbm.Dataset	var29=lightgbm.train
13071	var36=lightgbm.Dataset var37=lightgbm.Dataset var29=lightgbm.train	var39=xgboost.DMatrix
13072	var29=lightgbm.train var39=xgboost.DMatrix var36=xgboost.DMatrix	var37=xgboost.DMatrix
13073	var39=xgboost.DMatrix var36=xgboost.DMatrix var37=xgboost.DMatrix	var43=xgboost.train
13074	var36=xgboost.DMatrix var37=xgboost.DMatrix var43=xgboost.train	var44.fit
13075	var23=var23.merge var12=pandas.concat var26.fit	var29=numpy.argsort
13076	shape var5=var5.fillna matplotlib.pyplot.plot	loc
13077	var5=var5.fillna matplotlib.pyplot.plot loc	loc
13078	matplotlib.pyplot.plot loc loc	var15.zero_grad
13079	loc loc var15.zero_grad	var23.backward
13080	loc var15.zero_grad var23.backward	var15.step
13081	var15.zero_grad var23.backward var15.step	var18.append_0
13082	var23.backward var15.step var18.append_0	var24=pandas.read_csv
13083	var6=var3.drop var9.append_0 var14.fit	var15=var14.get_support
13084	var14.fit var15=var14.get_support var17.fit	var18=var17.get_support
13085	var17.fit var18=var17.get_support var20.fit	var21=var20.get_support
13086	var20.fit var21=var20.get_support var23.fit	var24=var23.get_support
13087	var23.fit var24=var23.get_support var27.fit	var28=var27.get_support
13088	var8=var8.fillna var10=var10.fillna var13.fit	var14=var13.predict
13089	var10=var10.fillna var13.fit var14=var13.predict	var15.fit
13090	var13.fit var14=var13.predict var15.fit	var16=var15.predict
13091	var14=var13.predict var15.fit var16=var15.predict	import_xgboost
13092	var15.fit var16=var15.predict import_xgboost	var17=xgboost.XGBClassifier
13093	var16=var15.predict import_xgboost var17=xgboost.XGBClassifier	var17.fit
13094	import_xgboost var17=xgboost.XGBClassifier var17.fit	var18=var17.predict
13095	var17=xgboost.XGBClassifier var17.fit var18=var17.predict	var19=keras.Sequential
13096	var17.fit var18=var17.predict var19=keras.Sequential	var19.add
13097	var18=var17.predict var19=keras.Sequential var19.add	var19.add_dropout
13098	var19=keras.Sequential var19.add var19.add_dropout	var19.add
13099	var19.add var19.add_dropout var19.add	var19.compile
13100	var19.add_dropout var19.add var19.compile	var19.fit
13101	var19.add var19.compile var19.fit	var20=var19.predict
13102	var19.compile var19.fit var20=var19.predict	var22=pandas.DataFrame
13103	var32=var0.drop var32=var0.copy var33.fit	var35.head
13104	var15.head var13.describe var16.fit	var17.fit
13105	var13.describe var16.fit var17.fit	var18.fit
13106	var16.fit var17.fit var18.fit	var19.fit
13107	var17.fit var18.fit var19.fit	var20=pandas.DataFrame
13108	var36=var30.drop var37=pandas.value_counts var38.fit	var39=var38.predict
13109	var41=var38.predict var40.to_csv var42.fit	var43=var42.predict
13110	var23=var0.drop var23=var0.copy var24.fit	var26.head
13111	var3=pandas.get_dummies	var7.fit
13112	var3=pandas.get_dummies var7.fit	import_numpy
13113	var16=seaborn.heatmap columns var20.append_0	var20.append_1
13114	columns var20.append_0 var20.append_1	var20.append_2
13115	var20.append_0 var20.append_1 var20.append_2	var20.append_3
13116	var20.append_1 var20.append_2 var20.append_3	var20.append_4
13117	var20.append_2 var20.append_3 var20.append_4	var20.append_5
13118	var20.append_3 var20.append_4 var20.append_5	var20.append_6
13119	var20.append_4 var20.append_5 var20.append_6	var27.fit
13120	var20.append_5 var20.append_6 var27.fit	var28=var27.predict
13121	var35.plot var36.hist var41.fit	var42=pandas.DataFrame
13122	var36.hist var41.fit var42=pandas.DataFrame	var42.append_0
13123	var41.fit var42=pandas.DataFrame var42.append_0	var41.fit
13124	var42=pandas.DataFrame var42.append_0 var41.fit	var48=pandas.DataFrame
13125	var2.head var3.describe var7.fit	var8.fit
13126	var7=var6.fit_transform var8=var6.transform var9.fit	var10=var9.predict
13127	var4.describe var8.fit	var9=var8.predict
13128	var1.head var2=var1.corr var6.fit	var7=var6.predict
13129	var14=pandas.read_csv var15=pandas.read_csv var12.fit	var20=var12.predict
13130	var15=pandas.read_csv var12.fit var20=var12.predict	var21=pandas.DataFrame
13131	var4.describe var8.fit	var9.fit
13132	var8.fit	var8.predict
13133	var8.fit var8.predict	var9.fit
13134	var9.fit var10=var9.predict var8.fit	var11=var8.predict
13135	var10=var9.predict var8.fit var11=var8.predict	var14.fit
13136	var0=pandas.read_csv var4.fit	var5=pandas.read_csv
13137	var6.fit	var7=var6.predict
13139	var4.describe var8.fit	var8.fit
13140	var4.describe var8.fit var8.fit	var9=var8.predict
13141	var8.fit var9=var8.predict var8.fit	var10=var8.predict
13142	var15=var13.index var17.append_0 var19.fit	var21=pandas.read_csv
13144	var10.append_7 var11.append_8 var15=var14.transform	var23=var22.fit
13145	var11.append_8 var15=var14.transform var23=var22.fit	var15=var14.transform
13146	var1=pandas.read_csv var4.describe var8.fit	var9=var8.predict
13147	var8.fit var10=var8.predict var11.fit	var12=var11.predict
13148	var10=var8.predict var11.fit var12=var11.predict	var15.fit
13149	var4=matplotlib.pyplot.ylabel var4=matplotlib.pyplot.xlabel var26.fit	var27=var26.predict
13150	var4=matplotlib.pyplot.xlabel var26.fit var27=var26.predict	coef_
13152	var4=matplotlib.pyplot.xlabel var26.fit var27=var26.predict	var33=var26.predict
13153	var8.fit	var9=var8.predict
13154	var2.describe var4.describe var8.fit	var8.fit
13156	var3.head var3.describe var7.fit	var8=var7.predict
13157	var9.fit var11=var9.predict var14.fit	var15=var14.predict
13158	var4=var1.dropna var9.fit	var10=var9.predict
13159	var11.fit var12=var11.predict var13.fit	var14=var13.predict
13160	var12=var11.predict var13.fit var14=var13.predict	var17.fit
13161	var1.head var6.head var7.fit	var8=var7.predict
13162	var7.fit var8=var7.predict var9.fit	var10=var9.predict
13164	import_numpy var4.fillna var6.fit	var7=pandas.read_csv
13166	var2.head var1.info var7.fit	var7.predict
13167	import_pandas var16=pandas.read_csv var9.fit	var20=pandas.read_csv
13169	var2.head var4.head var7.fit	var7.fit
13170	var4.describe var7.fit	var8=var7.predict
13171	var8.fit	var8.fit
13172	var6.head var7=pandas.get_dummies var8.fit	var9=var8.predict
13173	var10=pandas.get_dummies var11=pandas.get_dummies var8.fit	var12=var8.predict
13174	var12=var8.predict var6=var6.drop var8.fit	var12=var8.predict
13175	var6=var6.drop var8.fit var12=var8.predict	var8.fit
13176	var3=pandas.read_csv var6.describe var10.fit	var11=var10.predict
13177	var7.describe var9.describe var13.fit	var14=var13.predict
13178	var13.fit var14=var13.predict var13.fit	var14=var13.predict
13179	var2=var2.fillna import_xgboost var6=xgboost.DMatrix	var8=xgboost.train
13180	import_xgboost var6=xgboost.DMatrix var8=xgboost.train	var9=numpy.mean
13181	var3.head var5.describe var9.fit	var1.head
13182	var9.fit var11=var9.predict var12.fit	var13=var12.predict
13183	var11=var9.predict var12.fit var13=var12.predict	var16.fit
13184	var51=pandas.get_dummies var52=pandas.get_dummies import_pandas	var1=pandas.read_csv
13185	var52=pandas.get_dummies import_pandas var1=pandas.read_csv	var1.dropna
13186	import_pandas var1=pandas.read_csv var1.dropna	var20=var33.fit_transform
13187	var1=pandas.read_csv var1.dropna var20=var33.fit_transform	var23=var33.transform
13188	var1.dropna var20=var33.fit_transform var23=var33.transform	var21.fit
13189	var20=var33.fit_transform var23=var33.transform var21.fit	var53=var21.predict
13190	var21.fit var53=var21.predict var21.fit	var21.fit
13191	var53=var21.predict var21.fit var21.fit	import_pandas
13195	var2=pandas.read_csv var5.describe var9.fit	var10=var9.predict
13199	var6.fit var7=var6.predict var6.fit	var8=var6.predict
13200	var6.fit var8=var6.predict var9.fit	var10=var9.predict
13201	var8=var6.predict var9.fit var10=var9.predict	var13.fit
13202	var8=pandas.DataFrame missingno.bar var12.fit	var1=pandas.read_csv
13204	var4.fit	var5=var4.predict
13205	var13=var12.predict var14=pandas.read_csv var17.fit	var18=pandas.read_csv
13209	var6.fit	var7.fit
13210	var6.fit var7.fit	var9=var6.predict
13211	var4.describe var8.fit	var10=var8.predict
13212	var8.fit var11=var8.predict var12.fit	var13=var12.predict
13213	var11=var8.predict var12.fit var13=var12.predict	var16.fit
13214	var4.describe var7.head var8.fit	var9=var8.predict
13216	var15=pandas.read_csv var16=pandas.read_csv var8.fit	var14=var8.predict
13217	var16=pandas.read_csv var8.fit var14=var8.predict	var21=pandas.DataFrame
13218	var3.describe var6=pandas.get_dummies var8.fit	var9=var8.predict
13219	var15.fit var16=var15.predict import_numpy	import_pandas
13220	var16=var15.predict import_numpy import_pandas	var17=pandas.read_csv
13221	import_numpy import_pandas var17=pandas.read_csv	var21.fit
13222	import_pandas var17=pandas.read_csv var21.fit	var22=pandas.read_csv
13223	var20=var41.fit_transform var23=var41.transform var21.fit	var42=var21.predict
13224	var21.fit var42=var21.predict var21.fit	var21.fit
13225	var0=pandas.read_csv var0.head var4.fit	var5=pandas.read_csv
13226	var3.describe var7.fit	var7.fit
13227	var3.describe var4=var1.dropna var9.fit	var10=var9.predict
13228	var4=var1.dropna var9.fit var10=var9.predict	var11=pandas.DataFrame
13229	var9.fit var10=var9.predict var11=pandas.DataFrame	var11.head
13230	var10=var9.predict var11=pandas.DataFrame var11.head	var11.to_csv
13231	var1.info var1.head var6.fit	var7=var6.predict
13234	var9.fit	var10=var9.predict
13235	var4.describe var6.head var9.fit	var9.fit
13236	var1=pandas.read_csv var5.fit	var6=pandas.read_csv
13238	var4.describe var8.fit var9.fit	var10=var9.predict
13239	var9.fit var10=var9.predict var11.fit	var12=var11.predict
13240	var10=var9.predict var11.fit var12=var11.predict	var15.fit
13241	var11.fit var12=var11.predict var15.fit	var16=pandas.read_csv
13242	var1.describe var2.describe var5.fit	var5.fit
13243	var2.describe var5.fit var5.fit	var6.fit
13244	var5.fit var5.fit var6.fit	var7=var6.predict
13245	var5.fit var6.fit var7=var6.predict	var9.fit
13246	var6.fit var7=var6.predict var9.fit	var5.fit
13247	var7=var6.predict var9.fit var5.fit	var10=pandas.read_csv
13248	var3.describe var7.fit	var8=var7.predict
13249	var10.fit var11=var10.predict var14.fit	var15=pandas.read_csv
13250	var0=pandas.read_csv var5=var4.fit_transform var6.fit	var7=var6.predict
13251	var7.drop var9.drop var13.fit	var14=var13.predict
13252	var1=pandas.read_csv var5.fit	var5.get_params
13253	var11.drop var9.remove var14.fit	var15=matplotlib.pyplot.figure
13254	var21=var20.drop var23=var19.drop var24.fit	var25=var25.fit
13255	var23=var19.drop var24.fit var25=var25.fit	columns
13256	var25=var25.fit columns import_statsmodels.api	var21=statsmodels.api.add_constant
13257	columns import_statsmodels.api var21=statsmodels.api.add_constant	var27=pandas.DataFrame
13261	var15.fit var16=var15.predict var19.fit	var20=pandas.read_csv
13267	matplotlib.pyplot.show var0=var0.drop seaborn.distplot	var5=var0.copy
13268	iloc iloc var20.fit	var21.fit
13269	iloc var20.fit var21.fit	var22=var21.predict
13270	var23=pandas.DataFrame var23.to_csv var24.fit	var26=numpy.argmin
13271	var4.describe var8.fit	import__random
13272	var5.fit var7=var5.predict var9=pandas.read_csv	var5.fit
13273	var7=var5.predict var9=pandas.read_csv var5.fit	var11=var5.predict
13274	var9=pandas.read_csv var5.fit var11=var5.predict	var12=pandas.DataFrame
13275	var1.describe var2.describe var6.fit	var7=var6.predict
13276	var10=var10.rename var11=var6.predict var12.fit	var13=var12.predict
13277	var2.head var4.describe var8.fit	var8.predict
13278	var8.predict var5.head var9.fit	var10=var9.predict
13279	var2.head var3.describe var7.fit	var8=var7.predict
13283	var9=var8.predict var10.fit var11=var10.predict	var14.fit
13284	var4.fit	var5=pandas.read_csv
13285	var9=var1.drop	var5.fit
13286	var9=var1.drop var5.fit	var14=var5.predict
13287	var9=var1.drop var5.fit var14=var5.predict	var5.fit
