	Line	Next
5928	var30=numpy.round var31=var27.predict import_gc	var15=numpy.stack
5929	var30=numpy.round var38=var27.predict import_gc	var15=numpy.stack
5930	var30=numpy.round var40=var27.predict import_gc	var15=numpy.stack
5931	var30=numpy.round var42=var27.predict import_gc	var44.sort
5940	var35=numpy.round var36=var32.predict import_gc	var15=numpy.stack
5941	var35=numpy.round var43=var32.predict import_gc	var15=numpy.stack
5942	var35=numpy.round var45=var32.predict import_gc	var15=numpy.stack
5943	var35=numpy.round var47=var32.predict import_gc	var49.sort
5944	var10=var9.texts_to_sequences var12=var9.texts_to_sequences var14=numpy.stack	import_gc
5945	var12=var9.texts_to_sequences var14=numpy.stack import_gc	var18=var13.get
5949	var14=numpy.stack import_gc var18=var13.get	var22=numpy.mean
5950	import_gc var18=var13.get var22=numpy.mean	import_gc
5951	var18=var13.get var22=numpy.mean import_gc	import_keras.backend
5956	import_numpy import_pandas import_math	var3=pandas.read_csv
5968	import_numpy import_pandas import_random	import_pprint
5969	import_pandas import_random import_pprint	import_time
5970	import_random import_pprint import_time	import_tensorflow
5971	import_pprint import_time import_tensorflow	import_sys
5972	import_time import_tensorflow import_sys	import_matplotlib.pyplot
5973	import_tensorflow import_sys import_matplotlib.pyplot	var0=pandas.read_csv
5974	import_gensim	var2.most_similar
5979	import_gensim	var2=pandas.read_csv
5980	var0.head import_nltk	import_matplotlib.pyplot
5981	matplotlib.pyplot.imshow var4.head var6.stem	var7.append_0
5982	matplotlib.pyplot.imshow var5.head import_nltk	var7=var5.apply
5983	var7=var5.apply var7.head var9.stem	var9.stem
5984	var7.head var9.stem var9.stem	var10.fit
5985	import_nltk	var2=pandas.read_csv
5986	itos var7.show_batch var9.mkdir	var11.lr_find
5988	var2.head var2.head import_nltk	var4=pandas.DataFrame
5989	var2=pandas.read_csv import_nltk	var4=pandas.DataFrame
5990	var10.head var10.head import_nltk	var4=pandas.DataFrame
5991	var1.extend var4=var3.apply import_gensim	var9=pandas.DataFrame
5992	var2=pandas.read_csv import_matplotlib.pyplot	matplotlib.pyplot.imshow
5993	matplotlib.pyplot.imshow matplotlib.pyplot.imshow import_nltk	var15=var14.apply
5994	var2=pandas.read_csv var2.head import_nltk	import_matplotlib.pyplot
5995	var2.head import_nltk import_matplotlib.pyplot	matplotlib.pyplot.imshow
5996	import_gensim	import_pandas
6002	import_string import_re	import_pandas
6003	import_string import_re import_pandas	import_numpy
6004	import_re import_pandas import_numpy	import_matplotlib
6006	import_numpy import_matplotlib import_matplotlib.pyplot	pandas.set_option
6007	import_matplotlib import_matplotlib.pyplot pandas.set_option	import_numpy
6008	import_matplotlib.pyplot pandas.set_option import_numpy	import_os
6009	pandas.set_option import_numpy import_os	import_time
6010	import_numpy import_os import_time	import_numpy
6014	var3=pandas.read_csv var3.head import_matplotlib.pyplot	matplotlib.pyplot.imshow
6018	matplotlib.pyplot.imshow matplotlib.pyplot.imshow var5.head	import_nltk
6034	import_os	import_gc
6035	import_os import_gc	import_matplotlib.pyplot
6036	import_os import_gc import_matplotlib.pyplot	import_seaborn
6037	import_gc import_matplotlib.pyplot import_seaborn	import_re
6038	import_matplotlib.pyplot import_seaborn import_re	var1=pandas.read_csv
6039	matplotlib.pyplot.imshow matplotlib.pyplot.axis import_re	var13=var11.union
6040	matplotlib.pyplot.axis import_re var13=var11.union	import_re
6041	var0.drop var0.drop var13=pandas.DataFrame	var14=pandas.DataFrame
6042	var0.drop var13=pandas.DataFrame var14=pandas.DataFrame	var16=var15.fit_transform
6045	import_matplotlib.pyplot import_seaborn seaborn.set	seaborn.set_style
6046	import_seaborn seaborn.set seaborn.set_style	import_plotly.graph_objs
6047	seaborn.set seaborn.set_style import_plotly.graph_objs	import_sklearn.ensemble
6048	seaborn.set_style import_plotly.graph_objs import_sklearn.ensemble	import_re
6049	import_plotly.graph_objs import_sklearn.ensemble import_re	import_nltk
6050	import_sklearn.ensemble import_re import_nltk	import_string
6051	import_re import_nltk import_string	var1=pandas.read_csv
6052	var6=var6.words	var0.info
6056	import_gc import_matplotlib.pyplot import_seaborn	var0=seaborn.color_palette
6057	var3=pandas.read_csv var3.head import_gensim	import_sys
6058	var3.head import_gensim import_sys	var6.init_sims
6059	var8.append_0 var1.head import_numpy	var12.add_dense
6060	import_nltk	import_xgboost
6061	import_nltk import_xgboost	var0=pandas.read_csv
6063	var0=pandas.read_csv var1=var0.head import_itertools	import_re
6064	var1=var0.head import_itertools import_re	import_keras.layers
6065	import_itertools import_re import_keras.layers	var6=keras.layers.Input
6066	var16=var15.predict var17=var15.predict import_xgboost	var18=xgboost.DMatrix
6067	import_gensim	import_re
6068	var0=pandas.read_csv var1=pandas.read_csv import_matplotlib.pyplot	import_seaborn
6069	var1=pandas.read_csv import_matplotlib.pyplot import_seaborn	matplotlib.pyplot.figure
6070	var3.head is_duplicate import_xgboost	var27=xgboost.DMatrix
6074	import_spacy	var2=pandas.read_csv
6075	var25.append_0 var25.append_0 var39=var2.apply	var44=var3.apply
6077	import_numpy import_pandas	import_csv
6078	import_numpy import_pandas import_csv	var0=pandas.read_csv
6079	var1=pandas.read_csv var2=pandas.read_csv import_psutil	import_nltk
6080	var27.fit var28.fit import_matplotlib.pyplot	matplotlib.pyplot.plot
6081	var28.fit import_matplotlib.pyplot matplotlib.pyplot.plot	matplotlib.pyplot.plot
6084	import_numpy import_pandas import_os	import_gc
6085	import_pandas import_os import_gc	import_matplotlib.pyplot
6089	matplotlib.pyplot.title matplotlib.pyplot.show import_re	import_gensim
6090	matplotlib.pyplot.show import_re import_gensim	var5.append_0
6091	var1.info var2.info var3=networkx.Graph	var3.add_nodes_from
6092	var2.info var3=networkx.Graph var3.add_nodes_from	var3.add_nodes_from
6093	var3=networkx.Graph var3.add_nodes_from var3.add_nodes_from	var3.add_edges_from
6094	var3.add_nodes_from var3.add_nodes_from var3.add_edges_from	var6.nodes
6095	var5=networkx.connected_component_subgraphs var5=networkx.connected_component_subgraphs var9=pandas.DataFrame	var10=pandas.read_csv
6096	var1.head var1.info import_re	import_nltk
6097	var1.info import_re import_nltk	var1=var1.fillna
6098	var0.head var1.head import_string	var7=var7.translate
6099	var1.head import_string var7=var7.translate	var9=var0.drop
6101	var1=pandas.read_csv import_matplotlib.pyplot import_seaborn	seaborn.barplot
6102	var65=var64.predict var57=numpy.vstack import_numpy	import_pandas
6103	var57=numpy.vstack import_numpy import_pandas	import_matplotlib.pyplot
6107	var2=pandas.read_csv var3=pandas.concat import_nltk	var5.append_0
6108	matplotlib.pyplot.annotate var7.most_similar import_itertools	import_re
6109	var7.most_similar import_itertools import_re	var3=var3.sample
6110	import_re var3=var3.sample import_keras.layers	var18=keras.layers.Input
6111	var27=var26.predict var28=var26.predict import_xgboost	var29=xgboost.DMatrix
6112	var1=pandas.read_csv var2=pandas.concat import_itertools	import_re
6113	var2=pandas.concat import_itertools import_re	import_keras.layers
6114	import_itertools import_re import_keras.layers	var7=keras.layers.Input
6115	var17=var16.predict var18=var16.predict import_xgboost	var19=xgboost.DMatrix
6116	var1=pandas.read_csv var4.fit_on_texts var5=var4.texts_to_sequences	var6=var4.texts_to_sequences
6117	var4.fit_on_texts var5=var4.texts_to_sequences var6=var4.texts_to_sequences	var7=var4.texts_to_sequences
6118	var5=var4.texts_to_sequences var6=var4.texts_to_sequences var7=var4.texts_to_sequences	var8=var4.texts_to_sequences
6119	var6=var4.texts_to_sequences var7=var4.texts_to_sequences var8=var4.texts_to_sequences	var16=var15.fit_transform
6125	import_numpy import_pandas import_time	var0=pandas.read_csv
6126	var1=pandas.read_csv var0.head import_nltk	var2.update
6128	import_numpy import_pandas	var0.write
6132	import_seaborn seaborn.set seaborn.set_style	import_sklearn.ensemble
6133	seaborn.set_style import_sklearn.ensemble import_re	import_nltk
6134	import_sklearn.ensemble import_re import_nltk	var1=pandas.read_csv
6139	var8=var0.tokenize var6.head var11.append_0	var23.save
6141	var17.append_4 var18.append_5 var21.fit_on_texts	var22=var21.texts_to_sequences
6142	var18.append_5 var21.fit_on_texts var22=var21.texts_to_sequences	var23=var21.texts_to_sequences
6143	var21.fit_on_texts var22=var21.texts_to_sequences var23=var21.texts_to_sequences	var25=var21.texts_to_sequences
6144	var22=var21.texts_to_sequences var23=var21.texts_to_sequences var25=var21.texts_to_sequences	var26=var21.texts_to_sequences
6145	var23=var21.texts_to_sequences var25=var21.texts_to_sequences var26=var21.texts_to_sequences	var15=numpy.array
6146	var25=var21.texts_to_sequences var26=var21.texts_to_sequences var15=numpy.array	var18=numpy.array
6147	var26=var21.texts_to_sequences var15=numpy.array var18=numpy.array	import_gc
6148	var15=numpy.array var18=numpy.array import_gc	var32=numpy.zeros
6149	var10.append_1 var7.append_2 import_numpy	import_pandas
6150	var7.append_2 import_numpy import_pandas	var0=pandas.read_csv
6155	matplotlib.pyplot.imshow matplotlib.pyplot.axis import_nltk	var10=var1.copy
6156	matplotlib.pyplot.axis import_nltk var10=var1.copy	import_string
6159	import_numpy import_pandas import_nltk	var1=pandas.read_csv
6160	var2.tail var8.rename import_sklearn.metrics	var10=var10.merge
6161	var28.fit var25.set_description var30.explore	var30.maximize
6162	var25.set_description var30.explore var30.maximize	var30.points_to_csv
6163	var11=pandas.merge var12=pandas.merge import_pickle	import_pickle
6164	var12=pandas.merge import_pickle import_pickle	import_numpy
6165	import_pickle import_pickle import_numpy	var11=var11.fillna
6167	import_seaborn import_matplotlib.pyplot	var1=var1.set_index
6168	matplotlib.pyplot.ylabel matplotlib.pyplot.legend import_folium	var27=var27.sort_values
6169	loc seaborn.heatmap var32.fit	import_lightgbm
6172	import_numpy import_pandas import_pandas	import_matplotlib.pyplot
6173	import_pandas import_pandas import_matplotlib.pyplot	import_seaborn
6174	import_pandas import_matplotlib.pyplot import_seaborn	import_matplotlib.pyplot
6175	matplotlib.pyplot.figure seaborn.violinplot import_lightgbm	var6=lightgbm.Dataset
6176	import_scipy.fftpack	import_matplotlib.pyplot
6177	import_scipy.fftpack import_matplotlib.pyplot	import_scipy
6178	import_scipy.fftpack import_matplotlib.pyplot import_scipy	import_pandas
6179	import_matplotlib.pyplot import_scipy import_pandas	import_numpy
6180	import_scipy import_pandas import_numpy	var0=pandas.read_csv
6181	var0=pandas.read_csv var0.head import_matplotlib	var0.plot
6185	import_pandas import_matplotlib.pyplot import_os	var1=pandas.read_csv
6186	seaborn.distplot revenue import_math	seaborn.barplot
6187	import_matplotlib.pyplot var23.get_params import_warnings	import_matplotlib.pyplot
6189	import_matplotlib import_matplotlib.pyplot	var1=matplotlib.pyplot.figure
6190	import_mrcnn.model	var8.display
6191	matplotlib.pyplot.figure var49=matplotlib.pyplot.imshow var50=mrcnn.model.MaskRCNN	import_warnings
6192	var49=matplotlib.pyplot.imshow var50=mrcnn.model.MaskRCNN import_warnings	var50.train
6193	var16.write matplotlib.pyplot.imshow var16.write	values
6195	var52=mrcnn.model.MaskRCNN var52.load_weights import_warnings	var52.train
6196	var57.append_1 var69.append_2 var85=pandas.read_csv	var49=var81.join
6197	var16.write matplotlib.pyplot.imshow var16.write	matplotlib.pyplot.figure
6199	var50=mrcnn.model.MaskRCNN var50.load_weights import_warnings	var50.train
6200	import_time import_warnings import_seaborn	var0=pandas.DataFrame
6201	import_pydicom	import_gc
6203	import_numpy import_pandas	var1=pandas.read_csv
6205	import_os import_pandas	pandas.read_csv
6207	import_math import_os	import_shutil
6208	import_math import_os import_shutil	import_sys
6209	import_os import_shutil import_sys	import_numpy
6210	import_shutil import_sys import_numpy	import_pandas
6213	import_pandas import_matplotlib.pyplot import_seaborn	import_glob
6214	import_matplotlib.pyplot import_seaborn import_glob	import_pydicom
6215	import_seaborn import_glob import_pydicom	import_cv2
6216	import_glob import_pydicom import_cv2	var9=pandas.read_csv
6219	import_matplotlib.pyplot import_numpy	import_pydicom
6220	import_matplotlib.pyplot import_numpy import_pydicom	var0=pandas.read_csv
6222	matplotlib.pyplot.imshow matplotlib.pyplot.axis var48=mrcnn.model.MaskRCNN	import_warnings
6223	matplotlib.pyplot.text var3.head var14=pandas.DataFrame	var14.head
6224	import_seaborn	import_matplotlib
6225	import_seaborn import_matplotlib	import_matplotlib.pyplot
6226	import_seaborn import_matplotlib import_matplotlib.pyplot	import_pydicom
6227	import_matplotlib import_matplotlib.pyplot import_pydicom	import_glob
6228	import_matplotlib.pyplot import_pydicom import_glob	import_pylab
6229	import_pydicom import_glob import_pylab	import_cv2
6230	import_glob import_pylab import_cv2	var0=pandas.read_csv
6234	import_numpy import_matplotlib.pyplot import_os	var4=pandas.read_csv
6235	var4.sample var4.sample import_keras_preprocessing.image	import_pydicom
6236	var4.sample import_keras_preprocessing.image import_pydicom	shape
6242	import_cv2 import_pydicom	import_glob
6243	import_cv2 import_pydicom import_glob	image_info
6246	var1=pandas.read_csv var1.describe import_pydicom	var3.append_0
6247	var1.describe import_pydicom var3.append_0	import_matplotlib.pyplot
6259	import_pydicom import_torchvision import_sys	import_math
6260	import_torchvision import_sys import_math	import_torch
6261	import_sys import_math import_torch	import_torch.nn
6262	import_math import_torch import_torch.nn	import_torch.optim
6263	import_torch import_torch.nn import_torch.optim	import_matplotlib.pyplot
6264	import_torch.nn import_torch.optim import_matplotlib.pyplot	var3.head
6265	import_json	import_pydicom
6266	import_json import_pydicom	var3=var1.merge
6267	import_plotly.offline	plotly.offline.init_notebook_mode
6268	import_plotly.offline plotly.offline.init_notebook_mode	import_plotly.figure_factory
6274	import_plotly.tools import_cufflinks cufflinks.go_offline	var4=pandas.read_csv
6275	var17.to_csv var17.head import_csv	import_random
6276	var17.head import_csv import_random	var24=numpy.expand_dims
6281	import_pandas import_pydicom import_numpy	var0=pandas.read_csv
6286	import_pandas import_pydicom import_numpy	import_os
6287	import_pydicom import_numpy import_os	import_csv
6288	import_numpy import_os import_csv	import_random
6289	import_os import_csv import_random	import_tensorflow
6290	import_csv import_random import_tensorflow	import_skimage.exposure
6291	import_random import_tensorflow import_skimage.exposure	filenames
6293	import_os import_csv	import_random
6294	import_os import_csv import_random	import_pydicom
6295	import_csv import_random import_pydicom	import_numpy
6296	import_random import_pydicom import_numpy	import_pandas
6297	import_pydicom import_numpy import_pandas	import_tensorflow
6298	import_numpy import_pandas import_tensorflow	import_matplotlib.patches
6299	import_pandas import_tensorflow import_matplotlib.patches	var12=numpy.zeros
6302	var22=pandas.read_csv var26=numpy.split var29=numpy.zeros	var30=numpy.zeros
6303	var26=numpy.split var29=numpy.zeros var30=numpy.zeros	matplotlib.pyplot.hist
6304	var22=numpy.zeros var15=numpy.zeros import_matplotlib.pyplot	import_seaborn
6305	var15=numpy.zeros import_matplotlib.pyplot import_seaborn	var26=pandas.DataFrame
6306	import_matplotlib.pyplot import_seaborn var26=pandas.DataFrame	var26.describe
6307	import_seaborn var26=pandas.DataFrame var26.describe	matplotlib.pyplot.show
6308	var12=numpy.zeros var23=numpy.zeros	var24=numpy.zeros
6309	var12=numpy.zeros var23=numpy.zeros var24=numpy.zeros	var25.update
6310	var23=numpy.zeros var24=numpy.zeros var25.update	var26=numpy.argmin
6311	var24=numpy.zeros var25.update var26=numpy.argmin	var29=numpy.hstack
6315	var0.head var2=pandas.concat import_matplotlib.pyplot	values
6319	matplotlib.pyplot.ylabel matplotlib.pyplot.colorbar import_lightgbm	var12=lightgbm.Dataset
6320	shape var0.head import_matplotlib.pyplot	import_seaborn
6321	var0.head import_matplotlib.pyplot import_seaborn	var6=seaborn.countplot
6322	var4=var0.drop var6=pandas.DataFrame var7=pandas.DataFrame	var9=var8.fit_transform
6325	columns seaborn.distplot import_time	var10.fit
6329	import_tensorflow import_pandas import_os	import_matplotlib.pyplot
6330	import_pandas import_os import_matplotlib.pyplot	pandas.set_option
6331	import_os import_matplotlib.pyplot pandas.set_option	var0=pandas.read_csv
6334	import_numpy import_pandas	import_sklearn.preprocessing
6335	import_numpy import_pandas import_sklearn.preprocessing	import_keras
6336	import_pandas import_sklearn.preprocessing import_keras	import_matplotlib.pyplot
6337	import_sklearn.preprocessing import_keras import_matplotlib.pyplot	var2=var1.drop
6347	import_time import_sys import_datetime	import_PIL
6348	import_sys import_datetime import_PIL	import_os
6349	import_datetime import_PIL import_os	import_numpy
6350	import_PIL import_os import_numpy	import_math
6351	import_os import_numpy import_math	import_collections
6352	import_numpy import_math import_collections	import_threading
6353	import_math import_collections import_threading	import_json
6354	import_collections import_threading import_json	import_random
6355	import_threading import_json import_random	import_scipy
6356	import_json import_random import_scipy	import_cv2
6357	import_random import_scipy import_cv2	import_matplotlib.pyplot
6358	import_scipy import_cv2 import_matplotlib.pyplot	import_seaborn
6359	import_cv2 import_matplotlib.pyplot import_seaborn	import_plotly.graph_objs
6361	import_seaborn import_plotly.graph_objs pandas.set_option	import_gc
6362	import_plotly.graph_objs pandas.set_option import_gc	import_plotly.offline
6363	pandas.set_option import_gc import_plotly.offline	var0=pandas.read_csv
6364	var1=var0.drop var0.describe var1=pandas.DataFrame	var1.head
6391	var4=var1.drop var0.describe var2=pandas.DataFrame	var2.head
6392	var1=pandas.read_csv var3=pandas.read_csv import_xgboost	var4=xgboost.XGBClassifier
6393	var4.fit var5=var4.predict_proba import_lightgbm	var6=lightgbm.Dataset
6394	var0=pandas.read_csv var1=pandas.read_csv import_lightgbm	var0.head
6395	var0=var0.drop var0.head import_time	shape
6396	var0=pandas.read_csv var1=pandas.read_csv import_subprocess	var13=numpy.zeros
6399	var26=pandas.concat var26.head import_gc	import_lightgbm
6404	import_matplotlib.pyplot import_seaborn import_os	var0=pandas.read_csv
6405	var0.head import_time import_lightgbm	shape
6408	import_pandas import_numpy import_warnings	import_random
6409	import_numpy import_warnings import_random	import_xgboost
6410	import_warnings import_random import_xgboost	import_lightgbm
6411	import_random import_xgboost import_lightgbm	import_scipy
6412	import_xgboost import_lightgbm import_scipy	import_matplotlib.pyplot
6413	import_lightgbm import_scipy import_matplotlib.pyplot	var3=pandas.read_csv
6414	matplotlib.pyplot.plot matplotlib.pyplot.show pandas.DataFrame	var8=var0.std
6415	matplotlib.pyplot.plot matplotlib.pyplot.show pandas.DataFrame	var10=pandas.concat
6416	import_skopt import_pprint import_datetime	import_lightgbm
6417	import_pprint import_datetime import_lightgbm	var10.head
6418	matplotlib.pyplot.title matplotlib.pyplot.show import_gc	var9=var0.append_0
6419	import_pandas	var1=pandas.read_csv
6420	matplotlib.pyplot.xticks matplotlib.pyplot.tick_params import_gc	var10=var0.append_0
6432	import_matplotlib.pyplot	import_lightgbm
6433	import_matplotlib.pyplot import_lightgbm	import_seaborn
6434	import_matplotlib.pyplot import_lightgbm import_seaborn	import_warnings
6435	import_lightgbm import_seaborn import_warnings	import_time
6436	import_seaborn import_warnings import_time	var0=pandas.read_csv
6437	var0.pop var0.describe import_lightgbm	var6=numpy.zeros
6438	var0.head var1.head seaborn.set_style	seaborn.countplot
6439	var1.head seaborn.set_style seaborn.countplot	seaborn.set_style
6440	seaborn.set_style seaborn.countplot seaborn.set_style	var4=var0.describe
6442	var0.describe var0=var0.drop seaborn.set_style	seaborn.countplot
6443	var0=var0.drop seaborn.set_style seaborn.countplot	seaborn.set_style
6444	seaborn.set_style seaborn.countplot seaborn.set_style	var4=numpy.vstack
6446	import_sys import_os	import_plotly.graph_objs
6447	import_sys import_os import_plotly.graph_objs	import_plotly.figure_factory
6448	import_os import_plotly.graph_objs import_plotly.figure_factory	import_plotly.tools
6449	import_plotly.graph_objs import_plotly.figure_factory import_plotly.tools	plotly.tools.embed
6450	import_plotly.figure_factory import_plotly.tools plotly.tools.embed	import_cufflinks
6451	import_plotly.tools plotly.tools.embed import_cufflinks	cufflinks.go_offline
6452	plotly.tools.embed import_cufflinks cufflinks.go_offline	cufflinks.set_config_file
6453	import_cufflinks cufflinks.go_offline cufflinks.set_config_file	import_numpy
6454	cufflinks.go_offline cufflinks.set_config_file import_numpy	import_pandas
6455	cufflinks.set_config_file import_numpy import_pandas	import_tensorflow
6456	import_numpy import_pandas import_tensorflow	var2=pandas.read_csv
6461	import_sklearn.preprocessing import_keras import_matplotlib.pyplot	var0=pandas.read_csv
6462	matplotlib.pyplot.xlabel matplotlib.pyplot.show import_numpy	import_seaborn
6463	matplotlib.pyplot.show import_numpy import_seaborn	import_matplotlib.pyplot
6464	import_numpy import_seaborn import_matplotlib.pyplot	var2.sort_values
6465	var1.pop var1.head import_warnings	import_lightgbm
6466	var1=pandas.read_csv import_os import_neptune	var8=pandas.DataFrame
6469	import_numpy import_pandas import_lightgbm	import_gc
6470	import_pandas import_lightgbm import_gc	import_os
6471	import_lightgbm import_gc import_os	import_warnings
6472	import_gc import_os import_warnings	var0=pandas.read_csv
6476	import_operator	import_math
6477	import_operator import_math	import_random
6478	import_operator import_math import_random	import_time
6479	import_math import_random import_time	import_numpy
6480	import_random import_time import_numpy	import_multiprocessing
6481	import_time import_numpy import_multiprocessing	var0=pandas.read_csv
6482	var0.describe var1.describe import_matplotlib.pyplot	import_seaborn
6483	var1.describe import_matplotlib.pyplot import_seaborn	matplotlib.pyplot.figure
6484	seaborn.distplot seaborn.distplot import_tensorflow	shape
6485	import_lightgbm	import_matplotlib.pyplot
6486	import_lightgbm import_matplotlib.pyplot	import_seaborn
6487	import_lightgbm import_matplotlib.pyplot import_seaborn	import_warnings
6488	import_matplotlib.pyplot import_seaborn import_warnings	var6=pandas.concat
6489	var0.sample var1=var0.drop import_sklearn	import_catboost
6490	var1=var0.drop import_sklearn import_catboost	import_hyperopt
6491	import_sklearn import_catboost import_hyperopt	import_colorama
6492	import_catboost import_hyperopt import_colorama	var15.fit
6493	import_gc	import_logging
6494	import_gc import_logging	import_datetime
6495	import_gc import_logging import_datetime	import_warnings
6496	import_logging import_datetime import_warnings	import_numpy
6497	import_datetime import_warnings import_numpy	import_pandas
6498	import_warnings import_numpy import_pandas	import_seaborn
6499	import_numpy import_pandas import_seaborn	seaborn.set
6500	import_pandas import_seaborn seaborn.set	import_matplotlib.pyplot
6501	import_seaborn seaborn.set import_matplotlib.pyplot	import_os
6502	seaborn.set import_matplotlib.pyplot import_os	var2=pandas.read_csv
6504	import_sklearn	import_gplearn
6505	import_sklearn import_gplearn	var0=pandas.read_csv
6506	import_hdbscan	import_pandas
6507	import_hdbscan import_pandas	import_numpy
6508	import_hdbscan import_pandas import_numpy	import_matplotlib.pyplot
6510	import_numpy import_matplotlib.pyplot import_seaborn	import_os
6511	import_matplotlib.pyplot import_seaborn import_os	import_warnings
6512	import_seaborn import_os import_warnings	import_lightgbm
6513	import_os import_warnings import_lightgbm	import_gc
6514	import_warnings import_lightgbm import_gc	import_time
6515	import_lightgbm import_gc import_time	var0=pandas.read_csv
6517	var1=pandas.read_csv var2=pandas.read_csv import_subprocess	var12.fit
6518	var6.append_0 var7.append_1 import_gc	var23=var11.progress_apply
6519	var0=pandas.read_csv var1=pandas.read_csv import_gc	var5=numpy.round
6520	import_sys	import_random
6521	import_sys import_random	import_gc
6522	import_sys import_random import_gc	import_numpy
6523	import_random import_gc import_numpy	import_pandas
6524	import_gc import_numpy import_pandas	import_matplotlib
6526	import_pandas import_matplotlib import_matplotlib.pyplot	import_plotly.offline
6527	import_matplotlib import_matplotlib.pyplot import_plotly.offline	import_plotly.graph_objs
6528	import_matplotlib.pyplot import_plotly.offline import_plotly.graph_objs	import_plotly.figure_factory
6529	import_plotly.offline import_plotly.graph_objs import_plotly.figure_factory	import_scipy
6530	import_plotly.graph_objs import_plotly.figure_factory import_scipy	import_sklearn
6531	import_plotly.figure_factory import_scipy import_sklearn	import_sklearn.decomposition
6532	import_scipy import_sklearn import_sklearn.decomposition	import_sklearn.model_selection
6533	import_sklearn import_sklearn.decomposition import_sklearn.model_selection	import_lightgbm
6534	import_sklearn.decomposition import_sklearn.model_selection import_lightgbm	numpy.set_printoptions
6535	import_sklearn.model_selection import_lightgbm numpy.set_printoptions	var0.append_trace
6537	import_lightgbm import_gc	var1=pandas.read_csv
6540	import_torch import_torch.nn import_torch.optim	var0=pandas.read_csv
6541	var15=var14.fit_transform var16=var14.transform import_lightgbm	var18=lightgbm.Dataset
6542	var13=var12.fit_transform var14=var12.transform var15=pandas.DataFrame	import_lightgbm
6544	var0.describe var1.describe import_seaborn	import_matplotlib.pyplot
6545	var1.describe import_seaborn import_matplotlib.pyplot	var0.drop
6546	var1.drop var0.drop import_lightgbm	import_time
6547	var0.drop import_lightgbm import_time	var10.append_0
6548	var4.head var24=var23.predict import_lightgbm	var28=numpy.expm1
6549	import_lightgbm	import_time
6550	import_lightgbm import_time	var0=pandas.read_csv
6551	var17.fit var19=var17.predict var20=pandas.DataFrame	var20.to_csv
6552	var0.head var3.head import_missingno	var6.append_0
6553	var6.append_0 var7.append_0 import_xgboost	iloc
6554	var5=var5.drop var6=var6.drop import_numpy	import_matplotlib.pyplot
6555	var6=var6.drop import_numpy import_matplotlib.pyplot	matplotlib.pyplot.hist
6556	import_numpy import_matplotlib.pyplot matplotlib.pyplot.hist	matplotlib.pyplot.hist
6557	var59=xgboost.DMatrix var60=numpy.expm1 import_lightgbm	import_xgboost
6558	var60=numpy.expm1 import_lightgbm import_xgboost	var61.fit
6559	var3.drop var4.drop import_numpy	import_pandas
6560	var4.drop import_numpy import_pandas	import_matplotlib.pyplot
6563	import_matplotlib.pyplot import_seaborn import_lightgbm	var10=seaborn.color_palette
6564	import_seaborn import_lightgbm var10=seaborn.color_palette	import_plotly.offline
6565	import_lightgbm var10=seaborn.color_palette import_plotly.offline	plotly.offline.init_notebook_mode
6566	var10=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode	import_plotly.graph_objs
6568	plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools	matplotlib.pyplot.figure
6574	import_seaborn import_seaborn import_numpy	var6.add_dense
6577	import_numpy import_pandas import_matplotlib.pyplot	import_lightgbm
6578	var0=pandas.read_csv var1=pandas.read_csv import_sklearn	import_numpy
6579	var1=pandas.read_csv import_sklearn import_numpy	import_pandas
6582	import_pandas import_matplotlib.pyplot import_seaborn	var0=var0.drop
6585	var6=var7.transform var8=var7.transform import_xgboost	var12=xgboost.DMatrix
6586	var2=pandas.read_csv numpy.shape import_matplotlib.pyplot	numpy.shape
6587	numpy.shape var9=var5.transform var10=pandas.DataFrame	var11=pandas.DataFrame
6588	var17=var14.drop var24=numpy.expm1 import_numpy	import_pandas
6589	var24=numpy.expm1 import_numpy import_pandas	import_matplotlib.pyplot
6591	import_pandas import_matplotlib.pyplot import_seaborn	import_xgboost
6592	import_matplotlib.pyplot import_seaborn import_xgboost	import_warnings
6593	import_seaborn import_xgboost import_warnings	var25=pandas.DataFrame
6594	numpy.sum numpy.sum import_matplotlib.pyplot	matplotlib.pyplot.plot
6595	var15.fit var16=pandas.DataFrame import_lightgbm	import_hyperopt
6596	var16=pandas.DataFrame import_lightgbm import_hyperopt	var31=var28.predict
6597	var0.drop var2.describe var5.most_common	plotly.offline.init_notebook_mode
6599	import_itertools	import_numpy
6600	import_itertools import_numpy	import_pandas
6603	import_tqdm	var0=pandas.read_csv
6604	values var1=numpy.array import_tqdm	var5=var5.copy
6611	var9=pandas.read_csv var11=var6.predict var12=pandas.DataFrame	var12.head
6618	var1=pandas.read_csv var2.head var3=networkx.from_numpy_matrix	var5=networkx.adjacency_matrix
6619	values values import_numpy	import_scipy
6620	values import_numpy import_scipy	import_scipy.sparse
6621	import_numpy import_scipy import_scipy.sparse	import_lightgbm
6622	import_scipy import_scipy.sparse import_lightgbm	import_scipy.misc
6623	import_scipy.sparse import_lightgbm import_scipy.misc	var10=numpy.zeros
6624	var1=pandas.read_csv var5=pandas.read_csv var8=pandas.DataFrame	var8.to_csv
6625	var5=pandas.read_csv var8=pandas.DataFrame var8.to_csv	var8.head
6626	var9.head var10.head import_seaborn	seaborn.distplot
