Masked	Next masked
var3=var0.drop var6=xgboost.DMatrix var7=xgboost.train 	xgboost.plot_importance matplotlib.pyplot.show 
var10.fit var11=var10.predict 	var10.fit var12=var10.predict 
var14.fit var15=var14.predict 	var16=pandas.concat var17.fit matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.xlim matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.xlim matplotlib.pyplot.show 
var23.fit matplotlib.pyplot.axvline matplotlib.pyplot.legend matplotlib.pyplot.show 	var24=var23.predict var25=pandas.DataFrame 
var29=xgboost.DMatrix var30=xgboost.DMatrix var32=xgboost.train 	var33.fit 
var33.fit 	var34=pandas.DataFrame matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.xlim matplotlib.pyplot.show 
var6.fit 	var9.append_0 var10.append_1 
var9.append_0 var10.append_1 	matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.xlim matplotlib.pyplot.show 
var28=tensorflow.placeholder var29=tensorflow.placeholder 	var30=tensorflow.add var31=tensorflow.add 
var30=tensorflow.add var31=tensorflow.add 	var36=tensorflow.reduce_mean var38=tensorflow.global_variables_initializer 
import_xgboost var17=xgboost.DMatrix var18=xgboost.DMatrix var19=xgboost.DMatrix var22=xgboost.train 	var24=var22.predict var25=pandas.DataFrame var25.to_csv 
var35.fit var36=var35.predict 	var37=pandas.DataFrame var37.to_csv 
var7.fit var8=var7.transform var9=pandas.DataFrame 	var10=var6.copy 
var12.fit 	var13=var11.predict 
var15.fit 	var13=var15.predict 
var19.add_dense var19.add_batchnormalization var19.add_activation var19.add_dropout var19.add_dense var19.add_batchnormalization var19.add_activation var19.add_dropout var19.add_dense var19.add_batchnormalization var19.add_activation var19.add_dropout var19.add_dense var19.add_batchnormalization var19.add_activation var19.add_dense 	var19.compile 
var19.compile 	var19.summary 
var19.fit 	var13=var19.predict 
var35=xgboost.DMatrix var36=xgboost.DMatrix var37=xgboost.DMatrix var40=xgboost.train var41=var26.get_label 	var43=var40.predict var44=pandas.DataFrame var44.to_csv 
var10=xgboost.DMatrix var11=xgboost.train 	xgboost.plot_importance matplotlib.pyplot.show 
var21=xgboost.train 	var22=var21.predict var23=pandas.DataFrame var23.head 
var18=xgboost.DMatrix var19=xgboost.DMatrix var21=xgboost.train 	var21=xgboost.train var29=var21.predict 
var21=xgboost.train var29=var21.predict 	var30=pandas.DataFrame 
var44=var41.drop 	var46=var45.predict var47=pandas.DataFrame var47.to_csv 
var15=xgboost.DMatrix var17=xgboost.DMatrix var19=xgboost.train var17=xgboost.DMatrix var19=xgboost.train 	var22.append_0 
var10.fit 	var6=var1.drop 
var7.fit 	var9=var8.predict 
var12=xgboost.train 	var13=var12.predict 
import_xgboost var13=xgboost.DMatrix var14=xgboost.DMatrix var15=xgboost.cv var17=xgboost.train var18=var13.get_label 	var19=var17.predict var20=pandas.DataFrame var20.to_csv 
var26.fit 	var33=var26.predict var34=pandas.DataFrame var34.to_csv 
var12=xgboost.train 	xgboost.plot_importance 
var0=var0.drop var6=var0.as_matrix var6=var7.fit_transform var8.fit 	var9=var8.predict var10.writerow var10.writerow 
y y 	var10=var7.predict var11=var9.predict var12=pandas.DataFrame var13=pandas.DataFrame 
var5.fit 	var5.score 
var20.add_dense var20.add_dense var20.compile 	var21.append_0 var21.append_1 
var16.add_dense var16.add_dense var16.compile 	var17.append_0 var17.append_1 
var22=xgboost.DMatrix var23=xgboost.DMatrix 	var24=xgboost.cv 
var24=xgboost.cv 	var26=xgboost.train 
var23=xgboost.DMatrix var24=xgboost.DMatrix 	var25=xgboost.cv 
var25=xgboost.cv 	var27=xgboost.train 
var17=xgboost.DMatrix var18=xgboost.DMatrix var19=xgboost.DMatrix var22=xgboost.train 	var25=var22.predict var26=pandas.DataFrame var26.to_csv 
var41=statsmodels.api.OLS 	var41=statsmodels.api.OLS 
var41=statsmodels.api.OLS 	var42=var41.fit 
var41=statsmodels.api.OLS var42=var41.fit 	var45.fit var46=var45.predict 
var70=var68.fit 	var72=pandas.DataFrame var72.to_csv 
var52=keras.adam 	var53.add_dense var53.add_batchnormalization var53.add_dropout var53.add_dense var53.add_batchnormalization var53.add_dropout var53.add_dense var53.add_batchnormalization var53.add_dropout var53.add_dense var53.add_batchnormalization var53.add_dropout var53.add_dense var53.compile 
var53.add_dense var53.add_batchnormalization var53.add_dropout var53.add_dense var53.add_batchnormalization var53.add_dropout var53.add_dense var53.add_batchnormalization var53.add_dropout var53.add_dense var53.add_batchnormalization var53.add_dropout var53.add_dense var53.compile 	var54.fit var50=var54.transform var51=var54.transform 
var53.fit 	var55=var53.evaluate 
var19=xgboost.train 	var20=xgboost.DMatrix var21=var19.predict 
var19=xgboost.train 	var20=var19.predict var21=pandas.DataFrame var21.to_csv 
var4=var0.drop var5.fit var6=var1.drop var8=pandas.DataFrame 	var8.to_csv 
import_xgboost var28=xgboost.DMatrix var29=xgboost.DMatrix var30=xgboost.DMatrix var33=xgboost.train 	var35=var33.predict var36=pandas.DataFrame var36.to_csv 
var9=xgboost.DMatrix var10=xgboost.train 	xgboost.plot_importance matplotlib.pyplot.show 
import_xgboost var33=xgboost.DMatrix var34=xgboost.DMatrix var35=xgboost.DMatrix var38=xgboost.train 	var41.fit 
import_statsmodels.formula.api var36=var33.predict var45=var33.predict var46=pandas.DataFrame var46.to_csv matplotlib.pyplot.figure matplotlib.pyplot.subplot seaborn.distplot seaborn.distplot matplotlib.pyplot.title matplotlib.pyplot.subplot seaborn.distplot seaborn.distplot matplotlib.pyplot.title var39=var50.predict var51=var50.predict matplotlib.pyplot.subplot seaborn.distplot seaborn.distplot matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.title matplotlib.pyplot.plot matplotlib.pyplot.scatter matplotlib.pyplot.scatter matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title var39.to_csv 	var39=numpy.exp 
import_statsmodels.api import_datetime import_statsmodels.api var26=pandas.Series ix var29=pandas.DataFrame var31=var30.fit var31=var30.fit 	import_pandas import_numpy import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var32=pandas.read_csv var33=var0.append_0 var34=pandas.DataFrame var35=pandas.rolling_mean 
import_statsmodels.formula.api 	import_statsmodels.formula.api var41=pandas.DataFrame var42=pandas.DataFrame matplotlib.pyplot.scatter matplotlib.pyplot.show var32=pandas.read_csv var47.to_csv 
var11=var10.fit 	var12=var11.transform 
import_sklearn.neural_network var13=sklearn.neural_network.MLPRegressor 	var13=var13.fit 
var10=var9.fit 	var11=var10.predict 
var43=var0.reset_index var44=pandas.concat var45=pandas.concat var46.fit var42.append_0 var44.append_1 var45.append_2 	var46.fit var42.append_0 
var46.fit var42.append_0 	matplotlib.pyplot.plot matplotlib.pyplot.show 
var34.fit var35=var34.predict 	var33=pandas.DataFrame var33.to_csv 
import_xgboost var18=xgboost.DMatrix var19=xgboost.DMatrix var20=xgboost.DMatrix var23=xgboost.train 	var25=var23.predict var26=pandas.DataFrame var26.to_csv 
var12=xgboost.DMatrix var13=xgboost.DMatrix 	var19=var18.fit cv_results_ cv_results_ cv_results_ 
var11=xgboost.cv 	var13=xgboost.train 
var9=lightgbm.LGBMRegressor var9.fit 	var11=numpy.clip matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.scatter matplotlib.pyplot.colorbar matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show matplotlib.pyplot.figure matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.show 
var9.fit var10=var9.predict 	var11=matplotlib.pyplot.plot 
import_xgboost 	import_operator var19.close var19.write 
var21=xgboost.DMatrix var22=xgboost.train 	var23=var22.get_fscore var24=pandas.DataFrame 
var18.fit 	matplotlib.pyplot.figure matplotlib.pyplot.scatter 
var28.add_reshape var28.add_lstm var28.add_dropout var28.add_dense var28.add_activation var28.add_dropout var28.add_dense var28.compile 	import_xgboost var48=xgboost.DMatrix var49=xgboost.DMatrix var50=xgboost.DMatrix var51=xgboost.train 
import_xgboost var48=xgboost.DMatrix var49=xgboost.DMatrix var50=xgboost.DMatrix var51=xgboost.train 	var28.fit 
var28.fit 	var54=pandas.DataFrame var54.to_csv 
var10.fit 	var4=var10.transform var8=var10.transform 
var11.fit 	var4=var11.transform var8=var11.transform 
var12.fit var13=var12.predict 	var14=var12.predict 
var16.fit var17=var16.predict 	var18=var17.tolist 
var13.fit 	var16.remove 
var9.fit 	var11=numpy.std matplotlib.pyplot.figure matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.show 
var9=lightgbm.train 	var10=var9.predict 
var24=var1.drop var25=var2.drop var26.fit var27.fit 	var29=var26.predict var30=pandas.DataFrame var30.to_csv 
var15=xgboost.train 	var16=var15.predict var17=pandas.DataFrame var17.head 
var16.fit var16.score 	var16.score 
var16=lightgbm.Dataset var17=lightgbm.train 	var18=var17.predict var18=numpy.where 
var8.fit 	var25=pandas.read_csv var27=pandas.DataFrame var27.to_csv 
import_statsmodels.api var61=statsmodels.api.Logit var61=var61.fit 	import_matplotlib.pyplot matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.plot matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.show 
var25.fit var26=pandas.DataFrame 	var26.tail 
var34.fit 	var37.fit 
var37.fit 	var39.fit 
var39.fit 	var41.fit 
var43.fit 	var44.fit 
var44.fit 	var46.fit 
var53.fit 	var57.fit 
var57.fit 	var48=var57.predict var49=numpy.sqrt 
var3.train 	var4.head 
var9.fit var11=numpy.array var11=var11.flatten 	numpy.save numpy.save 
import_lightgbm var15=var0.sample var27=lightgbm.LGBMClassifier var28=var27.fit 	var32.to_csv 
var27=lightgbm.LGBMClassifier var28=var27.fit 	var17=var17.copy var18=var18.copy var27=lightgbm.LGBMClassifier var28=var27.fit 
var17=var17.copy var18=var18.copy var27=lightgbm.LGBMClassifier var28=var27.fit 	var15=var0.sample var27=lightgbm.LGBMClassifier var28=var27.fit 
var15=var0.sample var27=lightgbm.LGBMClassifier var28=var27.fit 	var32.to_csv 
import_graphviz var27.fit 	var35=var26.copy var35.remove var27.fit 
var17.fit_on_texts 	var6=var17.texts_to_sequences var19=pandas.read_csv var6.extend 
var55.append_0 var51.append_1 var58.compile var51.append_2 var55.append_3 	var58.fit var58.fit var47=var47.sample var49=var49.sample 
var8.fit var8.score 	var8.score 
var24.fit_one_cycle 	var24.save 
var27=lightgbm.Dataset var28=lightgbm.Dataset var16=lightgbm.train var16.save_model 	var17=var16.predict 
import_torch.nn.functional var9=torch.nn.functional.relu var9=torch.nn.functional.relu 	var11.zero_grad var16.backward var11.step var12.append_0 
var17=var17.fit 	var11=var17.transform 
var19.fit 	var20=pandas.read_csv 
var32.append_0 	loc loc 
var52=numpy.zeros var53=numpy.zeros 	var45.train var45.eval var47.zero_grad var59.backward var47.step 
var62=numpy.zeros 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show 
matplotlib.pyplot.show 	matplotlib.pyplot.show 
matplotlib.pyplot.show 	iloc 
var5.add_lstm var5.add_lstm var5.add_dense var5.compile var5.fit 	var3=numpy.array var4=numpy.array var5.add_dense var5.add_dropout var5.add_dense var5.add_batchnormalization var5.add_dense var5.compile var5.fit 
var18=pandas.DataFrame 	import_sys import_warnings var20.fit var21=var20.predict import_scikitplot seaborn.set 
var15=var8.transform var16=var14.transform 	var17=var12.predict 
import_random import_numpy import_tensorflow import_tensorflow_hub tensorflow.set_random_seed 	import_pandas var1=pandas.read_csv var2=pandas.read_csv 
var6.train 	var8=var6.evaluate 
var8.fit var9=var8.predict 	var10=pandas.read_csv var10.to_csv 
var15.fit 	var16=var15.predict var17.to_csv 
var10.fit 	matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.xticks matplotlib.pyplot.title matplotlib.pyplot.show 
var40.fit 	var41=var40.predict 
var9=var8.fit 	var11=var8.transform 
var10.fit 	var12=var10.transform var13=var10.transform var14=var10.transform 
var25=pandas.DataFrame 	var25.head 
var6.fit 	var7=var3.transform 
var18.fit 	var19=pandas.read_csv 
var3.fit 	var4=var3.transform 
var9.fit 	var10=var9.transform 
import_numpy var25=numpy.array var26.fit 	var27=numpy.array var26.fit 
var48.add_embedding var48.add_lstm var48.add_lstm var48.add_dense var48.compile var48.summary 	var49=var48.fit 
var49=var48.fit 	var50=var48.predict_classes 
var17.fit 	var19=var4.texts_to_sequences 
import_random import_numpy 	import_pandas var1=pandas.read_csv var2=pandas.read_csv 
var9.compile var9.fit 	var12=pandas.read_csv var12.to_csv 
var5.add_embedding var5.add_cudnnlstm var5.add_cudnnlstm var5.add_flatten var5.add_dense 	var5.compile 
var5.fit 	var5.evaluate 
var11.add_embedding var11.add_lstm var11.add_lstm var11.add_dense var11.summary 	var11.compile 
var11.fit 	var12=var11.predict_classes var13=pandas.DataFrame 
var16.add_embedding var16.add_dropout var16.add_conv1d var16.add_globalmaxpooling1d var16.add_dense var16.add_dropout var16.add_activation var16.add_dense var16.add_activation var16.compile var16.summary 	var16.fit 
var2.fit 	var3=var2.transform 
var6.fit 	var7=var2.transform 
var13.fit 	var14=var13.transform 
var23.add_embedding var23.add_lstm var23.add_lstm var23.add_dense var23.compile 	var23.fit 
var3=var0.copy var3=var3.drop var3=numpy.ravel 	var4.fit var5=var4.transform var6=var4.transform 
var7=keras.Sequential var7.add var7.add_dropout var7.add var7.add_dropout var7.add var7.compile var7.fit var8=var7.predict var9.append_0 	var2.to_csv 
var20.fit var6=scattertext.produce_frequency_explorer 	var20.fit var6=scattertext.produce_frequency_explorer 
var20.fit var6=scattertext.produce_frequency_explorer 	var22.fit_on_texts var24=var22.texts_to_sequences var25=var22.texts_to_sequences 
var27.add_embedding var27.add_lstm var27.add_lstm var27.add_dense var27.compile var27.summary 	var28=var27.fit 
var28=var27.fit 	var29=var27.predict_classes 
var30.add_embedding var30.add_dense var30.add_flatten var30.add_dense var30.add_dense var30.add_dense var30.compile var30.summary 	var31=var30.fit 
var31=var30.fit 	var29=var30.predict_classes 
var30.add_embedding var30.add_lstm var30.add_lstm var30.add_dense var30.compile var30.summary 	var31=var30.fit 
var31=var30.fit 	var32=var30.predict_classes 
history history matplotlib.pyplot.legend matplotlib.pyplot.grid 	var2.to_csv var2.head 
var36.add_embedding var36.add_dropout var36.add_conv1d var36.add_globalmaxpooling1d var36.add_dense var36.add_dropout var36.add_dense var36.compile var36.summary 	var37=var36.fit 
var37=var36.fit 	history history matplotlib.pyplot.legend matplotlib.pyplot.grid 
history history matplotlib.pyplot.legend matplotlib.pyplot.grid 	var38=var36.predict_classes 
var39.add_embedding var39.add_conv1d var39.add_maxpooling1d var39.add_dropout var39.add_gru var39.add_dropout var39.add_flatten var39.add_dense var39.add_dropout var39.add_dense var39.compile var39.summary 	var40=var39.fit 
var40=var39.fit 	history history matplotlib.pyplot.legend matplotlib.pyplot.grid 
history history matplotlib.pyplot.legend matplotlib.pyplot.grid 	var41=var39.predict_classes 
var42.add_embedding var42.add_spatialdropout1d var42.add_bidirectional var42.add_dropout var42.add_dense var42.compile var42.summary 	var43=var42.fit 
var43=var42.fit 	history history matplotlib.pyplot.legend matplotlib.pyplot.grid 
history history matplotlib.pyplot.legend matplotlib.pyplot.grid 	var44=var42.predict_classes 
import_pandas var3=pandas.read_csv var6.fit_on_texts var7=var6.texts_to_sequences var8=var6.texts_to_sequences var7=keras.preprocessing.pad_sequences var8=keras.preprocessing.pad_sequences var10.add_embedding var10.add_spatialdropout1d var10.add_dropout var10.add_bidirectional var10.add_dropout var10.add_dense var10.summary var10.compile var10.fit var11.append_0 var12.update var16.append_1 	var19.add_embedding var19.add_spatialdropout1d var19.add_dropout var19.add_bidirectional var19.add_dropout var19.add_dense var19.compile var19.fit 
var19.add_embedding var19.add_spatialdropout1d var19.add_dropout var19.add_bidirectional var19.add_dropout var19.add_dense var19.compile var19.fit 	var23.summary var23.compile var23.fit 
var23.summary var23.compile var23.fit 	var24.summary var24.compile var24.fit 
var24.summary var24.compile var24.fit 	var29.add_merge var29.add_dropout var29.add_timedistributed var29.add_lambda var29.summary var29.compile var29.fit 
var29.add_merge var29.add_dropout var29.add_timedistributed var29.add_lambda var29.summary var29.compile var29.fit 	var30=var10.predict var21=numpy.argmax numpy.mean 
var31=pandas.read_csv var32=var6.texts_to_sequences var32=keras.preprocessing.pad_sequences var30=var10.predict var21=numpy.argmax 	var22=pandas.DataFrame var22.to_csv 
var7.add_embedding var7.add_lstm var7.add_lstm var7.add_dense var7.compile var7.summary 	var7.fit 
var7.fit 	var1=var4.texts_to_sequences 
var20.add_embedding var20.add_lstm var20.add_lstm var20.add_dense var20.add_dropout var20.add_dense var20.compile var20.summary 	var21=var20.fit 
var21=var20.fit 	import_matplotlib.pyplot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
shape 	var26.fit_on_texts var27=var26.texts_to_sequences var28=var26.texts_to_sequences var29=var26.texts_to_sequences 
var5.fit_on_texts var5.fit_on_texts 	var2=var5.texts_to_sequences var4=var5.texts_to_sequences var2=keras.preprocessing.pad_sequences var4=keras.preprocessing.pad_sequences 
var2=var5.texts_to_sequences var4=var5.texts_to_sequences var2=keras.preprocessing.pad_sequences var4=keras.preprocessing.pad_sequences 	var8.close var11=numpy.asarray 
var15.add var15.add_conv1d var15.add_maxpooling1d var15.add_conv1d var15.add_maxpooling1d var15.add_conv1d var15.add_maxpooling1d var15.add_lstm var15.add_dense var15.compile 	var15.fit 
var15.fit 	var17=pandas.read_csv var17.to_csv 
var27.add_embedding var27.add_lstm var27.add_lstm var27.add_dense var27.compile var27.summary 	var27.fit 
var28.add_embedding var28.add_conv1d var28.add_globalmaxpooling1d var28.add_dense var28.add_dropout var28.add_dense var28.compile var28.summary 	var28.fit 
var28.fit 	var29=var28.predict_classes 
var37.add_embedding var37.add_dropout var37.add_bidirectional var37.add_bidirectional var37.add_dropout var37.add_dense var37.compile var37.summary 	var37.fit 
var37.fit 	var38=var37.predict_classes 
var19.summary 	var20=var19.fit 
var20=var19.fit 	history history 
matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
var29.add_embedding var29.add_gru var29.add_gru var29.add_dense var29.compile var29.summary 	var30=var29.fit 
var30=var29.fit 	var31=var29.predict_classes var3.to_csv var3.head 
var32.add_embedding var32.add_gru var32.add_gru var32.add_dense var32.compile var32.summary 	var33=var32.fit 
var33=var32.fit 	var34=var32.predict_classes var3.to_csv var3.head 
var35.add_embedding var35.add_lstm var35.add_lstm var35.add_dense var35.compile var35.summary 	var36=var35.fit 
var36=var35.fit 	var37=var35.predict_classes var3.to_csv var3.head 
var38.add_embedding var38.add_spatialdropout1d var38.add_bidirectional var38.add_bidirectional var38.add_dense var38.compile var38.summary 	var39=var38.fit 
var39=var38.fit 	var40=var38.predict_classes var3.to_csv var3.head 
var41.add_embedding var41.add_dropout var41.add_conv1d var41.add_globalmaxpooling1d var41.add_dense var41.add_dropout var41.add_dense var41.compile var41.summary 	var43=var41.fit 
var43=var41.fit 	var44=var41.predict_classes var3.to_csv var3.head 
var45.add_embedding var45.add_conv1d var45.add_maxpooling1d var45.add_dropout var45.add_gru var45.add_dropout var45.add_flatten var45.add_dense var45.add_dropout var45.add_dense var45.compile var45.summary 	var46=var45.fit 
var46=var45.fit 	var47=var45.predict_classes var3.to_csv var3.head 
var48.add_embedding var48.add_dropout var48.add_bidirectional var48.add_conv1d var48.add_globalmaxpooling1d var48.add_dense var48.add_dropout var48.add_dense var48.compile var48.summary 	var49=var48.fit 
var49=var48.fit 	var50=var48.predict_classes var3.to_csv var3.head 
var8=tensorflow_hub.text_embedding_column var10.train 	var11=var10.evaluate var12=var10.evaluate 
import_tensorflow flags 	var10.append_0 var11.append_1 
var10.append_0 var11.append_1 	rnn_cell var21=tensorflow.get_variable var22=tensorflow.get_variable rnn_cell var25=var18.zero_state var21=tensorflow.get_variable var22=tensorflow.get_variable var26=tensorflow.equal var27=tensorflow.trainable_variables rnn_cell 
rnn_cell var21=tensorflow.get_variable var22=tensorflow.get_variable rnn_cell var25=var18.zero_state var21=tensorflow.get_variable var22=tensorflow.get_variable var26=tensorflow.equal var27=tensorflow.trainable_variables rnn_cell 	var0=numpy.array var31=numpy.array var33=numpy.asscalar 
var15.fit_on_texts var16=var15.texts_to_sequences var17=var15.texts_to_sequences var12=var15.texts_to_sequences matplotlib.pyplot.hist matplotlib.pyplot.show var16=keras.preprocessing.pad_sequences var17=keras.preprocessing.pad_sequences var12=keras.preprocessing.pad_sequences import_keras.backend keras.backend.clear_session var23.add_embedding var23.add_lstm var23.add_dense var23.compile var24=var23.fit matplotlib.pyplot.show var25=var23.predict_classes matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.tight_layout 	var27=var23.predict_classes var2.head var2.to_csv 
var15.add_embedding var15.add_bidirectional var15.add_conv1d var15.add_globalaveragepooling1d var15.add_dense var15.compile 	var15.fit 
var15.fit 	var16=var15.predict var16=var16.argmax var17=pandas.read_csv var17.to_csv 
var31.compile 	var31.summary 
var31.summary 	var32=var31.fit 
var32=var31.fit 	matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var33.add_embedding var33.add_dropout var33.add_conv1d var33.add_globalmaxpooling1d var33.add_dense var33.add_dropout var33.add_dense var33.compile var33.summary 	var34=var33.fit 
var34=var33.fit 	var35=var33.predict_classes 
var36.add_embedding var36.add_conv1d var36.add_maxpooling1d var36.add_dropout var36.add_gru var36.add_dropout var36.add_flatten var36.add_dense var36.add_dropout var36.add_dense var36.compile var36.summary 	var37=var36.fit 
var37=var36.fit 	var38=var36.predict_classes 
var39.add_embedding var39.add_spatialdropout1d var39.add_bidirectional var39.add_dropout var39.add_dense var39.compile var39.summary 	var40=var39.fit 
var40=var39.fit 	var41=var39.predict_classes 
var50.add_embedding var50.add_spatialdropout1d var50.add_bidirectional var50.add_bidirectional var50.add_dropout var50.add_dense var50.compile var50.summary 	var51=var50.fit 
var51=var50.fit 	var52=var50.predict_classes 
var12.load_encoder 	var12.lr_find 
var12.fit_one_cycle 	var12.freeze_to var12.fit_one_cycle 
var12.freeze_to var12.fit_one_cycle 	var12.freeze_to var12.fit_one_cycle 
var12.freeze_to var12.fit_one_cycle 	var12.unfreeze var12.fit_one_cycle 
var12.unfreeze var12.fit_one_cycle 	var12.predict 
var40.summary var40.compile var41=var40.fit 	var39=var33.predict 
var49=numpy.zeros var50=var2.transform var51=var2.transform var48.compile var48.fit 	var48.summary 
var48.summary 	loc 
var12.fit 	var13=pandas.merge var14.fit var15.fit 
var47=numpy.zeros var48=var12.transform var49=var12.transform var46.compile var46.fit 	loc 
var37=numpy.zeros var38=var3.transform var39=var3.transform var36.compile var36.fit 	loc 
var35=numpy.zeros var36=var2.transform var37=var2.transform var34.compile var34.fit 	loc 
var33.compile 	var34=var33.fit var35=numpy.mean var36=numpy.mean 
var34=var33.fit var35=numpy.mean var36=numpy.mean 	var37=var33.predict var39=pandas.DataFrame var16.drop var39=pandas.merge import_math var39.drop var39.to_csv 
import_os import_re import_numpy import_pandas import_tensorflow import_keras.backend tensorflow.set_random_seed var1=tensorflow.ConfigProto var2=tensorflow.Session keras.backend.set_session 	var6=pandas.read_table var7=pandas.read_table 
var27.compile var27.summary 	var32=var27.fit 
var32=var27.fit 	var33=var27.predict 
var14.fit var15=var14.predict 	var2.to_csv 
var12.add_gru var12.add_dense 	var12.compile 
var12.compile 	var12.fit 
var12.fit 	var13=var4.texts_to_sequences 
var43.fit var43.score 	matplotlib.pyplot.figure matplotlib.pyplot.suptitle matplotlib.gridspec.GridSpec matplotlib.pyplot.subplots_adjust matplotlib.pyplot.subplot2grid seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.setp matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.subplot2grid seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.setp matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.subplot2grid seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.setp matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.subplot2grid seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.setp matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.subplot2grid seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.setp matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
var45.fit var45.score 	var46=var2.drop var48=var47.fit_transform var49.fit_on_texts var50=var49.texts_to_sequences var51=var49.texts_to_sequences var55=var37.transform var56=var37.transform 
var42=torch.optim.Adam var43.index_with 	var45.train 
var59.init_weight var60=torch.nn.CrossEntropyLoss var61=torch.optim.Adam var59=var59.cuda 	var61=torch.optim.Adam var59.zero_grad var67.append_0 var71.backward var61.step 
var26=numpy.array 	var25.fit 
var25.fit 	var25.unfreeze var25.fit 
var25.unfreeze var25.fit 	var25.fit 
var34.add_embedding var34.add_lstm var34.add_lstm var34.add_dense var34.compile var34.summary 	var35=var34.fit 
var35=var34.fit 	var36=var34.predict_classes 
shape var24.fit_on_texts var25=var24.texts_to_sequences var26=var24.texts_to_sequences var27=var24.texts_to_sequences var28.add_embedding var28.add_lstm var28.add_lstm var17.append_0 	var28.add_dense var28.add_dense var28.compile var28.summary var29=var28.fit 
var28.add_dense var28.add_dense var28.compile var28.summary var29=var28.fit 	var30=var28.predict_classes var31=pandas.read_csv var31.to_csv 
var40.compile var40.summary 	var42=var40.fit 
var42=var40.fit 	var43=matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
import_numpy var33.fit var19=var33.predict 	var34=pandas.read_csv var34=pandas.DataFrame var15=var14.fit_transform var37=var27.texts_to_sequences var37=numpy.array var19=var33.predict var38=pandas.read_csv var39=pandas.DataFrame var39.to_csv var10=var9.translate var36.append_0 var19.append_1 
var8=pandas.DataFrame 	var2.to_csv 
lightgbm=lightgbm.LGBMClassifier 	lightgbm.fit 
lightgbm.fit 	var11=lightgbm.predict 
var10=var10.fit 	var11=var10.predict numpy.mean 
var17=xgboost.XGBClassifier var18=lightgbm.LGBMClassifier 	var20=var20.fit var21=var20.predict var22=numpy.mean 
var94=lightgbm.train 	lightgbm.plot_importance 
var29=var29.fit 	var30=var29.predict 
var23.fit 	var25=var24.fit_transform 
var36=lightgbm.train 	import_matplotlib.pyplot lightgbm.plot_importance 
var39.fit 	var40=var22.transform 
var44=var25.texts_to_sequences 	var6=var17.predict 
var8=pandas.DataFrame var9=pandas.DataFrame var10=pandas.concat var11=pandas.get_dummies 	var6.fit var15=var6.predict_proba 
var10.fit 	var68=var10.predict 
