Masked	Next masked
var5=pandas.read_csv var6=pandas.read_csv var8=pandas.read_csv var9=pandas.concat var9.reset_index var9.info 	var0=var0.drop var0.info 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var2=pandas.read_csv var3=pandas.read_csv var2.head 
var2=pandas.read_csv var3=pandas.read_csv var2.head 	matplotlib.pyplot.figure matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.xticks matplotlib.pyplot.title matplotlib.pyplot.figure 
var2=pandas.read_csv var2.drop var3=var1.as_matrix 	var2.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var5=pandas.read_csv var6=var4.merge var6=var6.reindex_axis var0=var0.append_0 	import_os 
import_os var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var1.head 
var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 	var5.head 
var1=pandas.read_csv 	var2=pandas.DataFrame var3=pandas.DataFrame 
import_sys import_csv 	var2.head 
import_pandas var0=pandas.read_csv var1=pandas.read_csv 	var2=pandas.concat 
var3=pandas.read_csv var3.head 	var4=pandas.merge var4.head 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	import_numpy import_pandas import_xgboost import_seaborn import_matplotlib.pyplot 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var2=pandas.read_csv var3=pandas.read_csv var6=pandas.read_csv var2=pandas.merge 
var2=pandas.read_csv var3=pandas.read_csv var6=pandas.read_csv var2=pandas.merge 	var7=pandas.merge var7.head var8=pandas.merge var8.head var9=pandas.merge var9.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var0=var0.drop 	var0.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=var1.merge var5=var3.merge 	var4.head 
import_pandas var26=pandas.read_csv 	var26.to_csv 
var0=pandas.read_csv 	var2=numpy.all var3=numpy.sum 
var0=pandas.read_csv var0=pandas.concat 	var2=pandas.read_csv var2=pandas.concat 
var2=pandas.read_csv var2=pandas.concat 	var4=pandas.concat 
var0=pandas.read_csv var1=pandas.read_csv 	var3=pandas.read_csv var4=pandas.read_csv 
var3=pandas.read_csv var4=pandas.read_csv 	var6=pandas.read_csv str var7=pandas.concat 
var6=pandas.read_csv str var7=pandas.concat 	var5.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv 	loc var9=numpy.argmax loc 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv 	var2.head 
var33=pandas.DataFrame var33=pandas.read_csv 	var37=var35.transform var39=var36.transform 
var0=pandas.read_csv var1=pandas.read_csv 	var0.merge 
var3=pandas.read_csv var4=pandas.read_csv var5=var3.merge 	seaborn.countplot 
pandas.read_csv 	var1=pandas.read_csv 
var1=pandas.read_csv 	loc 
var1.head 	var2=pandas.concat var2.head 
var3=pandas.read_csv var4=pandas.read_csv 	var6=pandas.read_csv var7=pandas.concat 
var6=pandas.read_csv var7=pandas.concat 	var7.reset_index 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	matplotlib.pyplot.figure var7=var6.plot var7.set_xlabel var7.set_ylabel matplotlib.pyplot.show 
var3=pandas.read_csv 	var3.to_feather 
var5=pandas.read_csv var5.head 	var5.describe 
var1=pandas.read_csv var16=pandas.DataFrame var16.to_csv 	import_matplotlib.pyplot var17=pandas.DataFrame 
var9=xgboost.DMatrix var18=var13.predict 	var19=pandas.DataFrame var19.to_csv 
var87=var81.predict var88=pandas.read_csv var89=pandas.Series var90.to_csv 	var89.describe 
var32=pandas.read_csv var34=var32.drop var35=var29.predict 	var36=pandas.DataFrame var36.to_csv var36.head 
var9=pandas.read_csv var10=var9.drop var12=xgboost.DMatrix var15=pandas.read_csv 	var20=var19.drop var22=xgboost.DMatrix var18=xgboost.train 
var36=var18.nlargest var36.to_csv 	var36.head 
var1.head 	var1.describe 
var0.to_csv var1.to_csv 	var0.drop 
var1=pandas.read_csv 	var1=var1.dropna 
var19=pandas.read_csv var19.drop var20=var19.pop 	var21=var14.predict 
var2=var2.dropna var2.head 	var2.describe 
var17=pandas.read_csv var18=pandas.read_csv 	var17.head 
var9=xgboost.DMatrix var16=var11.predict 	var17=pandas.DataFrame var17.to_csv 
var0=pandas.read_csv var1=pandas.read_csv 	var0=var0.round var0=var0.reindex 
var13=pandas.DataFrame var14=pandas.read_csv var15=pandas.concat var15.drop var17=pandas.DataFrame var17.to_csv 	var21=pandas.read_csv 
var6=pandas.read_csv var6.head 	var6.describe 
var12=pandas.read_csv 	var12.info 
var35=pandas.read_csv 	var36=numpy.concatenate 
var54=pandas.read_csv 	var54.to_csv 
var0=pandas.read_csv var0.head 	matplotlib.pyplot.rc matplotlib.pyplot.subplot matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
var2=pandas.read_csv var2.head 	import_random var6=pandas.read_csv var7=pandas.read_csv key 
import_random var6=pandas.read_csv var7=pandas.read_csv key 	var6.head 
var6.append_0 	var8=pandas.concat var8.info 
var0=pandas.read_csv var1=pandas.read_csv var0.head var1.head 	var0.describe 
var0=pandas.read_csv var0.head var0.info var1=pandas.read_csv var1.head var1.info 	dt dt dt dt dt 
var76=var71.predict var77=pandas.read_csv var78=pandas.Series var79.to_csv 	var78.describe 
var23=pandas.read_csv 	import_gc 
var0=pandas.read_csv var1=pandas.read_csv 	var0.pop var0.pop import_gc 
import_numpy import_pandas import_math import_matplotlib.pyplot import_seaborn import_feather import_os var0=pandas.read_csv var0.to_feather 	var0=pandas.read_feather 
var6=pandas.read_csv str str 	var9=var8.fit 
var32=pandas.read_csv var33=pandas.read_csv 	var32.head 
var31=pandas.read_csv var31.info 	var32=numpy.clip 
var14=pandas.read_csv var14.to_csv var14.head 	var16=pandas.read_csv 
var16=pandas.read_csv 	var16.fillna var16.describe 
var3=pandas.read_csv 	var15=pandas.DataFrame var15.to_csv var15.head 
var0=pandas.read_csv var1=pandas.read_csv 	var0=var0.dropna 
var0=pandas.read_csv var0.sample 	var0.describe 
var0=pandas.read_csv var0.head 	var0=var0.dropna 
var1=pandas.read_csv 	loc loc loc loc var0.describe 
import_os import_tensorflow import_numpy import_shutil import_pandas 	import_time 
var45=var41.predict var46=pandas.read_csv var47=pandas.Series var48.to_csv 	var47.describe 
var0=pandas.read_csv var0.head 	var1=var0.copy var2=pandas.to_datetime dt dt dt 
var15=pandas.read_csv 	var16=var15.copy var2=pandas.to_datetime dt dt dt var16.head 
var24=pandas.read_csv var27=numpy.mean var28=var26.std 	var32=numpy.concatenate var33=numpy.concatenate 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var2.dropna 
var4=pandas.read_csv 	var4.plot matplotlib.pyplot.title matplotlib.pyplot.ylim matplotlib.pyplot.xlim var4.plot matplotlib.pyplot.title matplotlib.pyplot.ylim matplotlib.pyplot.xlim matplotlib.pyplot.show 
var53=pandas.read_csv var53.head 	var54.head 
import_numpy import_pandas import_matplotlib.pyplot 	var9=var9.dropna 
var26=pandas.read_csv var27=pandas.read_csv var28=pandas.read_csv 	var26.describe 
var1=pandas.read_csv matplotlib.pyplot.xlabel matplotlib.pyplot.title 	var4=matplotlib.pyplot.axes var1=pandas.read_csv var4.scatter3D var4.set_xlabel var4.set_ylabel var4.set_zlabel 
var4=matplotlib.pyplot.axes var1=pandas.read_csv var4.scatter3D var4.set_xlabel var4.set_ylabel var4.set_zlabel 	var1=pandas.read_csv matplotlib.pyplot.xlabel 
var1=pandas.read_csv matplotlib.pyplot.xlabel 	var14=numpy.column_stack var15=numpy.column_stack var16=numpy.array var17=numpy.array var8=var8.fit var7.fit 
var18=pandas.read_csv var18.head 	var15=numpy.column_stack var15=var8.transform var19=var10.predict 
var30=pandas.read_csv 	var31=numpy.mean 
var0=pandas.read_csv var0.head 	var1=numpy.linspace var2=matplotlib.pyplot.hist matplotlib.pyplot.show 
var33=pandas.read_csv var34=pandas.read_csv var33.head var34.head 	var33=var33.drop var33=var33.drop var33=var33.drop var33=var33.drop var33=var33.reset_index 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var0.head 	var0=var0.dropna 
var1=pandas.read_csv var1.describe 	matplotlib.pyplot.boxplot matplotlib.pyplot.show 
var5=pandas.read_csv 	var8=pandas.DataFrame var8.to_csv 
var21=pandas.read_csv var21.head 	var22=var1.drop values values var26=var25.fit matplotlib.pyplot.scatter 
var0=pandas.read_csv matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.title 	matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.subplot seaborn.kdeplot 
var0=pandas.read_csv 	var1=var0.sample 
var3=pandas.read_csv 	import_os var6=pandas.DataFrame var6.to_csv 
var49=pandas.read_csv 	var49=var49.drop 
var50=pandas.read_csv 	var50.to_csv 
var0=pandas.read_csv var0.head 	dt dt dt 
var6.append_0 	var8=pandas.concat var8=var8.dropna 
var9=pandas.read_csv 	var8.head 
var0=pandas.read_csv 	var0.dropna 
var3=var3.dropna var3=pandas.concat var3=var3.drop var1.append_0 	var4=pandas.concat 
var23=pandas.read_csv var24=pandas.read_csv var25=pandas.concat var27=pandas.read_csv var28=pandas.merge var29.describe 	var30=var29.filter var31.fit var33=var31.kneighbors var33=var31.kneighbors var33=var31.kneighbors 
var2=pandas.read_csv var3=pandas.read_csv 	var2.drop 
var0=pandas.read_csv 	var1=osmnx.gdf_from_place var2=osmnx.graph_from_place osmnx.save_graphml 
var3=pandas.read_csv 	var3.tail 
var1=pandas.read_csv var1.head 	var0=var0.dropna var1=var1.dropna 
var0=pandas.read_csv 	var0.head var1=var1.dropna 
var7=pandas.read_csv 	var10=numpy.round 
var39=var20.nlargest var39.to_csv 	var39.head 
var2=pandas.read_csv var2.info 	var2.describe 
var0=pandas.read_csv var0.head 	dt dt dt var0=var0.sort_values var0.head 
var0=pandas.read_csv 	var1=matplotlib.image.imread dt var5=seaborn.heatmap var5.invert_yaxis var5.set_yticklabels var5.set_xticklabels var6=var5.imshow 
import_os import_pandas import_matplotlib.pyplot import_random import_numpy import_datetime var1=var1.sample 	var1.describe 
var23=pandas.read_csv loc dt loc var26=pandas.get_dummies var15=var22.predict var27=pandas.DataFrame 	var27.head 
var1=pandas.read_csv var1.head 	var0.head var0.head 
var0.head var0.head 	var1.head var1.head 
import_lightgbm var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv 	var7=numpy.vstack var10=numpy.radians 
var4.append_0 	var6=pandas.concat var6.info 
var6.to_feather var7=pandas.read_csv var7.to_feather 	var6=pandas.read_feather 
var0=pandas.read_csv 	var1=numpy.array var2=numpy.array var3=numpy.array var4=numpy.array var4.append_0 var3.append_1 var2.append_2 var1.append_3 
var18=pandas.read_csv var18.dropna 	var18.describe 
var2=pandas.read_csv var2.head 	var2=pandas.read_csv 
var7.head 	var8=pandas.read_csv var8.head 
var8=pandas.read_csv var8.head 	var2=pandas.read_csv 
var2=pandas.read_csv 	var9.head 
var17.head 	var18=pandas.merge var18.head 
var7=pandas.read_csv var7.head 	var18.head 
var9=pandas.read_csv var8.append_0 	var10=pandas.concat var10.info 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var1=var1.drop 
import_gc import_tqdm import_feather var10=pandas.concat var11=pandas.read_csv var9.append_0 	var13=var10.merge 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	seaborn.boxplot seaborn.distplot 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var2=var2.drop 
import_gc import_tqdm import_feather var17=pandas.concat var18=pandas.read_csv var16.append_0 	var20=var17.merge 
var2=pandas.read_csv var2.to_feather 	var3=pandas.read_csv var3.to_feather 
var3=pandas.read_csv var3.to_feather 	var5=pandas.read_csv var5=var5.merge 
var5=pandas.read_csv var5=var5.merge 	var11=pandas.read_csv var10.append_0 
var11=pandas.read_csv var10.append_0 	var12=pandas.concat cat 
import_pandas import_numpy import_tqdm import_gc import_scipy.stats import_matplotlib.pyplot var1=pandas.read_csv var4=pandas.read_csv var4.drop var4=var4.fillna var5=pandas.read_csv var5.drop var6=pandas.read_csv var6.drop var7=pandas.DataFrame var13=pandas.concat var14=pandas.merge var15=pandas.read_csv var12.append_0 	var16=pandas.merge var18=pandas.merge var18=pandas.merge var19=pandas.merge var21=pandas.merge var21=pandas.merge var4=pandas.merge var4=var4.fillna var23=pandas.merge var26=pandas.merge var18=pandas.merge var21=pandas.merge var27=pandas.merge var27=var27.fillna var27=var27.replace var29.reset_index loc var30=pandas.merge var30=var30.fillna var30=pandas.merge 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.merge var3=pandas.read_csv var4=pandas.merge var5=pandas.read_csv var6=pandas.merge var7=pandas.read_csv var8=pandas.merge var9=pandas.read_csv var10=pandas.merge var4.set_index var11=pandas.concat var6.set_index var11=pandas.concat var8.set_index var11=pandas.concat var10.set_index var11=pandas.concat 	var16=var16.sort_values index iloc var18=var18.sort_values index iloc iloc var21=matplotlib.pyplot.figure var22=var21.add_subplot var22.axis var22.add_patch var22.add_patch var22.add_patch matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.tick_params matplotlib.pyplot.title matplotlib.pyplot.scatter matplotlib.pyplot.scatter var25=var25.sort_values iloc var31=var31.sort_values var32=var32.sort_values index iloc index iloc iloc iloc matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend iloc matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend index index matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text iloc iloc var27.append_0 index index matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot index index var22.add_patch var22.add_patch var26=var26.sort_values index index 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	var0.tail 
var0=pandas.read_csv 	var1=var1.reset_index var2.append_0 var5.append_1 var2.append_2 var2.append_3 var2.append_4 var2.append_5 
var17=pandas.merge var17=pandas.merge var17=pandas.merge var17.head 	var17=var17.sort_values matplotlib.pyplot.figure var9=seaborn.countplot matplotlib.pyplot.title matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
var3=pandas.read_csv var4=pandas.read_csv var5=pandas.merge var5=pandas.merge var5.rename var5=pandas.merge var5.rename var5.drop pandas.set_option pandas.set_option var5.head 	var6=var5.drop var6.rename pandas.set_option 
var1=pandas.read_csv var1.head 	var4=plotly.graph_objs.Bar 
var21=pandas.read_csv var22=var20.merge 	var24=var24.drop var24.head 
var4=pandas.read_csv var5=pandas.merge 	var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv var11=pandas.read_csv 
var4=pandas.read_csv 	var4=var4.set_index 
var5=pandas.read_csv 	var5=var5.set_index 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv 	import_re 
var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv 	var14=pandas.DataFrame var15=pandas.DataFrame var16=pandas.DataFrame loc var23=pandas.merge var14=var14.append_0 var15=var15.append_1 var25=pandas.concat var16=var16.append_2 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var0=var0.rename 
var2=pandas.read_csv var2.head 	var3=pandas.read_csv 
var14=pandas.read_csv var16=pandas.read_csv var17=pandas.merge iloc var27=plotly.graph_objs.Scatter var23.append_0 	var28=pandas.merge 
var30=pandas.read_csv var30.head 	var31=var30.truncate 
var33=pandas.read_csv var33.head 	var34=var33.truncate 
var3=pandas.read_csv var4=pandas.read_csv var4=var4.rename var3=var3.merge var5=pandas.concat var3=var3.merge var7=pandas.read_csv loc var7=pandas.concat var5.append_0 	var10=matplotlib.pyplot.figure var11=matplotlib.pyplot.subplot2grid matplotlib.pyplot.bar var11.set_xticks var11.set_xticklabels matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.title matplotlib.pyplot.ylabel seaborn.despine matplotlib.pyplot.show 
var16=pandas.read_csv var17=var4.merge 	var18=pandas.read_csv loc var18=var18.merge var18=var18.sort_values var10=matplotlib.pyplot.figure var11=matplotlib.pyplot.subplot2grid loc loc loc loc values var11.set_xlim var11.set_ylim matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axhline matplotlib.pyplot.axhline matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text matplotlib.pyplot.text var11.set_xticks var11.set_yticks var11.set_xticklabels var11.set_yticklabels var11.tick_params var11.add_artist var11.set_facecolor matplotlib.pyplot.title matplotlib.pyplot.show loc var30=numpy.ones matplotlib.pyplot.plot var28=var28.reset_index iloc iloc matplotlib.pyplot.scatter var39=matplotlib.pyplot.Circle 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var0.sort_values 	var4=var3.diff var5=var0.copy var7.append_0 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var5=pandas.merge var6=pandas.merge var7=pandas.merge var8=pandas.merge var8.head 
var26=pandas.read_csv var27=pandas.read_csv 	var28=pandas.read_csv var29=pandas.read_csv var29=var29.rename var28=var28.merge var30=pandas.concat var28=var28.merge var28.head var32=pandas.read_csv loc var32=pandas.concat var30.append_0 
pandas.set_option var6=pandas.read_csv var6=var6.drop var6=pandas.read_csv var6=var6.drop var6=var6.sort_values 	var12.head 
var41=pandas.read_csv var42=pandas.read_csv 	var43.head var42.head 
var6=pandas.read_csv var74=pandas.read_csv var74=var74.rename var6=var6.merge var6=var6.fillna 	var76=var75.merge var76=var76.merge var76=var76.merge var76=var76.merge var76=var76.merge var76.to_csv 
var0=numpy.array var1=numpy.array 	var3.generate var3.to_file var3.to_image 
var2=pandas.read_csv var2.head 	var2=var2.drop var2.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv 	var14=pandas.merge var15=pandas.merge 
var1=pandas.read_csv var2=pandas.read_csv var3=var2.merge var4=pandas.read_csv var6=var5.merge var9=pandas.read_csv var10=var6.merge 	matplotlib.pyplot.figure var11=matplotlib.pyplot.subplot2grid var12=matplotlib.pyplot.subplot2grid var11.set_title var12.set_title 
var14=var2.set_index var14=pandas.DataFrame var15=var9.set_index var15=var15.merge var15=var15.fillna var16=pandas.read_csv var17=pandas.read_csv var18=pandas.read_csv var19=var16.append_0 var19=var19.drop var20=pandas.read_csv var21=pandas.read_csv var22=pandas.read_csv var23=var21.append_1 var23=var23.drop var24=var23.append_2 var25=var24.groupby var15=var15.dropna var28=var5.set_index var29=var28.merge var29=var29.dropna var30=var1.set_index var32=var31.merge 	matplotlib.pyplot.figure var11=matplotlib.pyplot.subplot2grid var12=matplotlib.pyplot.subplot2grid var11.set_title var12.set_title seaborn.distplot seaborn.distplot var11.axvline var11.axvline var11.annotate var11.annotate var11.legend var11.set_xlim var11.set_xlabel seaborn.distplot seaborn.distplot var12.axvline var12.axvline var12.legend var12.annotate var12.annotate var12.set_xlim var12.set_xlabel 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var2=var2.merge var2=var2.merge 	var5=pandas.read_csv 
var17=var16.find_coords var18=var16.find_moment_of_intersection var19=var16.find_blindness var20=pandas.read_csv var15.update 	var23=pandas.read_csv itable loc 
var0=pandas.read_csv var0.head 	var1=pandas.read_csv var2=pandas.read_csv var3.head 
var6=pandas.read_csv var6.head 	var6.rename var8=pandas.merge var8.drop var8.head 
var16=pandas.read_csv var2=pandas.read_csv var17=pandas.read_csv var16=pandas.merge var16=pandas.merge var16.head 	var20.reset_index var22=pandas.merge 
var26=pandas.read_csv var26.head 	var27=pandas.read_csv var27.head 
var27=pandas.read_csv var27.head 	matplotlib.pyplot.figure seaborn.distplot seaborn.distplot matplotlib.pyplot.axvline matplotlib.pyplot.xlim matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.savefig matplotlib.pyplot.show 
var1=pandas.read_csv var1.head 	var2.append_0 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.concat var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv var11=pandas.concat var12=pandas.concat var12.drop 	var14=pandas.read_csv var16=pandas.merge var16.to_csv 
var14=pandas.read_csv var16=pandas.merge var16.to_csv 	var14=pandas.read_csv var16=pandas.merge var16.to_csv 
var14=pandas.read_csv var16=pandas.merge var16.to_csv 	var17=pandas.read_csv var16=pandas.merge var16.to_csv 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	var3.head 
var1=dask.dataframe.read_csv var1=var1.compute var1.to_parquet 	var3=pandas.read_csv var4=pandas.read_csv var3=var3.merge var3=var3.merge var6=pandas.read_csv var3=var3.merge var3.to_parquet 
var3=pandas.read_csv var4=pandas.read_csv var3=var3.merge var3=var3.merge var6=pandas.read_csv var3=var3.merge var3.to_parquet 	var9=pandas.read_csv var10=pandas.read_csv var11=var9.join var5=pandas.read_csv var11=var11.join var12=pandas.read_csv var11=var11.merge var13=pandas.read_csv var11=var11.merge var11=var11.merge var11.set_index var15=pandas.get_dummies var11=var11.join var11.drop var11.fillna var11.replace var11.sort_index var11.reset_index var11.to_parquet 
import_time 	var31=pandas.DataFrame var31=var31.append_0 
import_os import_pandas import_numpy import_glob import_feather import_plotly.graph_objs import_matplotlib.pyplot pandas.set_option 	var3=pandas.read_feather var3.sample 
var2=pandas.Series var2.head var5=pandas.read_csv var6=var5.sort_values var2=var2.append_0 	var8=pandas.read_csv var8=pandas.merge var12.head var13.head 
var8=pandas.read_csv var8=pandas.merge var12.head var13.head 	var15=pandas.read_csv var16=pandas.read_csv var16.head 
var15=pandas.read_csv var16=pandas.read_csv var16.head 	var17=pandas.merge var18=pandas.merge var19=pandas.merge var20=pandas.merge 
var0=pandas.read_csv var0.head 	var2=pandas.DataFrame 
var0=pandas.read_csv 	var0=var0.drop var0=var0.rename 
var1=pandas.read_csv var1=var1.drop var1=var1.rename var1.head var2=pandas.concat 	var3=pandas.read_csv var2=pandas.merge 
var3=pandas.read_csv var2=pandas.merge 	var2=var2.infer_objects var3=pandas.read_csv var3=var3.infer_objects var3.rename var2=pandas.merge var2.rename var3.rename var2=pandas.merge 
var2=var2.infer_objects var3=pandas.read_csv var3=var3.infer_objects var3.rename var2=pandas.merge var2.rename var3.rename var2=pandas.merge 	var2.drop var2.rename 
var3=pandas.read_csv var3=var3.drop 	var2=pandas.merge 
var4=pandas.read_csv var5=pandas.read_csv var4=pandas.merge var5=pandas.read_csv var4=pandas.merge loc loc 	var6=pandas.read_csv var6=pandas.merge loc var6.rename var4=pandas.merge 
var6=pandas.read_csv var6=pandas.merge loc var6.rename var4=pandas.merge 	var3=pandas.read_csv loc var2=pandas.merge 
var3=pandas.read_csv loc var2=pandas.merge 	var2.head 
var7.to_csv 	var8=pandas.read_csv var8=pandas.merge var9=pandas.read_csv var9=pandas.merge var10=pandas.read_csv var10=pandas.merge var11=pandas.read_csv var11=pandas.merge var12=pandas.read_csv var12=pandas.merge var13=pandas.read_csv var13=pandas.merge var14=pandas.read_csv var14=pandas.merge var15=pandas.read_csv var15=pandas.merge var16=pandas.read_csv var16=pandas.merge var17=pandas.read_csv var17=pandas.merge var2=pandas.concat var2.head 
var8=pandas.read_csv var8=pandas.merge var9=pandas.read_csv var9=pandas.merge var10=pandas.read_csv var10=pandas.merge var11=pandas.read_csv var11=pandas.merge var12=pandas.read_csv var12=pandas.merge var13=pandas.read_csv var13=pandas.merge var14=pandas.read_csv var14=pandas.merge var15=pandas.read_csv var15=pandas.merge var16=pandas.read_csv var16=pandas.merge var17=pandas.read_csv var17=pandas.merge var2=pandas.concat var2.head 	var18.rename var2=pandas.merge var2=var2.assign var2=var2.sort_values var2.head 
import_numpy import_pandas import_bokeh.models import_seaborn import_matplotlib.pyplot import_os var0=pandas.read_csv var1=pandas.read_csv 	var5=pandas.merge loc loc 
import_pandas import_matplotlib.pyplot import_numpy var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var7=pandas.DataFrame var9=numpy.arange var10=numpy.array matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show var6.append_0 var7=pandas.DataFrame var6.append_1 
import_numpy import_pandas import_os import_warnings var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var2.head 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	var4=pandas.merge 
var0=pandas.read_csv 	var1.rename var2.rename 
var3=pandas.read_csv var2=var2.merge 	var4=pandas.concat var5=var4.merge var6=var2.merge var6=var6.merge 
var1=pandas.read_csv var2=pandas.read_csv var1.head 	var2.head 
var5=pandas.read_csv 	var5=pandas.read_csv 
var5=pandas.read_csv 	var9=pandas.read_csv var10.reset_index 
var13=pandas.read_csv loc loc 	var5=var5.drop var5.reset_index var5.to_csv 
var30=pandas.read_csv var31=pandas.read_csv var21=pandas.merge var33=numpy.array var36=matplotlib.pyplot.bar var37=matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.xlim 	var21=pandas.merge pandas.set_option 
