Masked	Next masked
matplotlib.pyplot.rc seaborn.boxplot matplotlib.pyplot.xticks matplotlib.pyplot.title 	matplotlib.pyplot.rc seaborn.boxplot matplotlib.pyplot.title 
var0.head 	import_numpy var4=numpy.arange matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
import_numpy var4=numpy.arange matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	import_numpy var4=numpy.arange matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
seaborn.distplot seaborn.distplot matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	seaborn.distplot seaborn.distplot matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
var9=var0.corr 	seaborn.heatmap matplotlib.pyplot.show 
seaborn.heatmap matplotlib.pyplot.show 	var0.drop 
values values 	var10=var10.astype 
var0.info 	var1.plot 
var1.plot 	var2.plot 
seaborn.barplot seaborn.barplot seaborn.barplot matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	seaborn.distplot seaborn.distplot matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
seaborn.distplot seaborn.distplot matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	var4=seaborn.violinplot var4.set_ybound matplotlib.pyplot.show 
var4=seaborn.violinplot var4.set_ybound matplotlib.pyplot.show 	seaborn.barplot seaborn.barplot seaborn.barplot var4.set_title var4.set_ylabel matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
seaborn.barplot seaborn.barplot seaborn.barplot var4.set_title var4.set_ylabel matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	seaborn.distplot seaborn.distplot var4.set_title var4.set_xbound matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
seaborn.distplot seaborn.distplot var4.set_title var4.set_xbound matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	var4=seaborn.boxplot var4.set_ybound matplotlib.pyplot.show 
var4=seaborn.boxplot var4.set_ybound matplotlib.pyplot.show 	var4=seaborn.boxplot var4.set_ybound matplotlib.pyplot.show 
var4=seaborn.boxplot var4.set_ybound matplotlib.pyplot.show 	var4=seaborn.boxplot var4.set_ybound var4.set_yscale matplotlib.pyplot.show 
var4=seaborn.boxplot var4.set_ybound var4.set_yscale matplotlib.pyplot.show 	var4=seaborn.boxplot var4.set_ybound matplotlib.pyplot.show 
var4=seaborn.boxplot var4.set_ybound matplotlib.pyplot.show 	seaborn.barplot seaborn.barplot seaborn.barplot var4.set_title var4.set_ylabel matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
seaborn.barplot seaborn.barplot seaborn.barplot var4.set_title var4.set_ylabel matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	seaborn.barplot seaborn.barplot seaborn.barplot var4.set_title var4.set_ylabel matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
seaborn.barplot seaborn.barplot seaborn.barplot var4.set_title var4.set_ylabel matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	var4=seaborn.boxplot matplotlib.pyplot.show 
import_seaborn import_matplotlib seaborn.set_style var2=seaborn.barplot var2.set var3=var2.set_xticklabels 	import_seaborn import_matplotlib 
import_seaborn import_matplotlib.pyplot dt dt seaborn.set_style var6=seaborn.FacetGrid var6=var6.map var6.set var7=matplotlib.pyplot.gca var3=var7.set_ylim matplotlib.pyplot.tight_layout 	var0.drop 
import_seaborn import_matplotlib seaborn.set_style var2=seaborn.barplot var2.set var3=var2.set_xticklabels 	import_seaborn import_matplotlib matplotlib.pyplot.suptitle seaborn.set_style var6=seaborn.FacetGrid var6=var6.map var6.set var7=matplotlib.pyplot.gca var7.set_ylim var3=matplotlib.pyplot.tight_layout 
import_seaborn import_matplotlib matplotlib.pyplot.suptitle seaborn.set_style var6=seaborn.FacetGrid var6=var6.map var6.set var7=matplotlib.pyplot.gca var7.set_ylim var3=matplotlib.pyplot.tight_layout 	var16=pandas.DataFrame var17.drop var18=pandas.get_dummies var17=pandas.concat var21=var21.as_matrix var22=var22.as_matrix 
seaborn.set seaborn.regplot 	var0.boxplot 
var3.describe 	var4=var3.drop 
matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.figure var5=var4.mean var6=var4.std var8=matplotlib.mlab.normpdf matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.figure var5=var4.mean var6=var4.std var8=matplotlib.mlab.normpdf matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.show 	var9=var9.cumsum 
var9=var9.cumsum 	var9.plot 
var0.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.xlabel matplotlib.pyplot.show 
matplotlib.pyplot.xlabel matplotlib.pyplot.show 	matplotlib.pyplot.clf 
loan_amnt var2.plot 	var3.plot 
var4.plot 	int_rate var0.drop 
matplotlib.pyplot.scatter matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	matplotlib.pyplot.scatter matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
matplotlib.pyplot.hist matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.show matplotlib.pyplot.hist matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.show matplotlib.pyplot.hist matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.show 	seaborn.boxplot 
seaborn.boxplot 	seaborn.boxplot matplotlib.pyplot.xticks 
seaborn.boxplot matplotlib.pyplot.xticks 	seaborn.boxplot matplotlib.pyplot.xticks 
seaborn.boxplot matplotlib.pyplot.xticks 	seaborn.jointplot 
var1.info 	pandas.set_option var1.head 
matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	var13=var1.groupby matplotlib.pyplot.title 
var13=var1.groupby matplotlib.pyplot.title 	var13=var1.groupby matplotlib.pyplot.title 
var13=var1.groupby matplotlib.pyplot.title 	var14=var1.groupby matplotlib.pyplot.title 
var14=var1.groupby matplotlib.pyplot.title 	var15=var1.groupby matplotlib.pyplot.title 
var15=var1.groupby matplotlib.pyplot.title 	var16=var1.groupby matplotlib.pyplot.title 
missingno.bar 	missingno.heatmap 
missingno.heatmap 	missingno.dendrogram 
missingno.dendrogram 	var1=pandas.DataFrame var1.reset_index 
var2=plotly.graph_objs.Pie var3=plotly.graph_objs.Layout var4=plotly.graph_objs.Figure 	var8.generate matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.show 
var8.generate matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.show 	seaborn.set_style matplotlib.pyplot.figure seaborn.countplot seaborn.despine matplotlib.pyplot.xticks matplotlib.pyplot.show 
seaborn.set_style matplotlib.pyplot.figure seaborn.countplot seaborn.despine matplotlib.pyplot.xticks matplotlib.pyplot.show 	var1=pandas.DataFrame var1.reset_index var2=plotly.graph_objs.Pie 
var5=pandas.DataFrame var5.reset_index var11=plotly.graph_objs.Bar var3=plotly.graph_objs.Layout var4=plotly.graph_objs.Figure var12.append_0 	var5=pandas.DataFrame var5.reset_index var11=plotly.graph_objs.Bar var3=plotly.graph_objs.Layout var12.append_0 
var5=pandas.DataFrame var5.reset_index var11=plotly.graph_objs.Bar var3=plotly.graph_objs.Layout var12.append_0 	matplotlib.pyplot.figure seaborn.set_style seaborn.countplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.figure seaborn.set_style seaborn.countplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.title matplotlib.pyplot.show 	var3=plotly.graph_objs.Layout var4=plotly.graph_objs.Figure 
var3=plotly.graph_objs.Layout var4=plotly.graph_objs.Figure 	var11=plotly.graph_objs.Bar var3=plotly.graph_objs.Layout var4=plotly.graph_objs.Figure var12.append_0 
var11=plotly.graph_objs.Bar var3=plotly.graph_objs.Layout var4=plotly.graph_objs.Figure var12.append_0 	var3=plotly.graph_objs.Layout var4=plotly.graph_objs.Figure 
var3=plotly.graph_objs.Layout var4=plotly.graph_objs.Figure 	var16=var0.copy var17.reset_index 
matplotlib.pyplot.figure matplotlib.pyplot.subplot var1=seaborn.distplot var1.set_xlabel var1.set_ylabel var1.set_title matplotlib.pyplot.subplot var2=seaborn.violinplot var2.set_xlabel var2.set_ylabel var2.set_title matplotlib.pyplot.show 	matplotlib.pyplot.figure matplotlib.pyplot.subplot var1=seaborn.distplot var1.set_xlabel var1.set_ylabel var1.set_title matplotlib.pyplot.subplot var2=seaborn.countplot var2.set_xlabel var2.set_ylabel var2.set_title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show 
matplotlib.pyplot.figure var1=seaborn.pointplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.legend var1.set_title matplotlib.pyplot.show 	matplotlib.pyplot.figure var1=seaborn.countplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.legend var1.set_title matplotlib.pyplot.show 
matplotlib.pyplot.figure var1=seaborn.countplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.legend var1.set_title matplotlib.pyplot.show 	matplotlib.pyplot.figure var1=seaborn.countplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.legend var1.set_title matplotlib.pyplot.show 
matplotlib.pyplot.figure var1=seaborn.countplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.legend var1.set_title matplotlib.pyplot.show 	var6=seaborn.light_palette 
var6=seaborn.light_palette 	var6=seaborn.light_palette 
var6=seaborn.light_palette 	import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools import_warnings var10=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var13=plotly.graph_objs.Figure plotly.offline.iplot 
import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools import_warnings var10=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var13=plotly.graph_objs.Figure plotly.offline.iplot 	seaborn.distplot matplotlib.pyplot.show 
seaborn.distplot matplotlib.pyplot.show 	matplotlib.pyplot.figure var1=seaborn.violinplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.set_title matplotlib.pyplot.show 
matplotlib.pyplot.figure var1=seaborn.violinplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.set_title matplotlib.pyplot.show 	var6=seaborn.light_palette 
var6=seaborn.light_palette 	matplotlib.pyplot.figure matplotlib.pyplot.subplot var1=seaborn.violinplot var1.set_title var1.set_xlabel var1.set_ylabel matplotlib.pyplot.subplot var2=seaborn.violinplot var2.set_title var2.set_xlabel var2.set_ylabel matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.subplot var1=seaborn.violinplot var1.set_title var1.set_xlabel var1.set_ylabel matplotlib.pyplot.subplot var2=seaborn.violinplot var2.set_title var2.set_xlabel var2.set_ylabel matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show 	matplotlib.pyplot.figure var1=seaborn.violinplot var1.set_title var1.set_xlabel var1.set_ylabel matplotlib.pyplot.show 
matplotlib.pyplot.figure var1=seaborn.violinplot var1.set_title var1.set_xlabel var1.set_ylabel matplotlib.pyplot.show 	matplotlib.pyplot.figure matplotlib.pyplot.subplot var1=seaborn.countplot var1.set_xticklabels var1.set_title var1.set_xlabel var1.set_ylabel matplotlib.pyplot.subplot var2=seaborn.violinplot var2.set_xticklabels var2.set_title var2.set_xlabel var2.set_ylabel matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.subplot var1=seaborn.countplot var1.set_xticklabels var1.set_title var1.set_xlabel var1.set_ylabel matplotlib.pyplot.subplot var2=seaborn.violinplot var2.set_xticklabels var2.set_title var2.set_xlabel var2.set_ylabel matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show 	seaborn.boxplot seaborn.violinplot seaborn.lvplot matplotlib.pyplot.show 
seaborn.boxplot seaborn.violinplot seaborn.lvplot matplotlib.pyplot.show 	var10=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var13=plotly.graph_objs.Figure plotly.offline.iplot 
var10=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var13=plotly.graph_objs.Figure plotly.offline.iplot 	var10=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var13=plotly.graph_objs.Figure plotly.offline.iplot 
var10=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var13=plotly.graph_objs.Figure plotly.offline.iplot 	var1=seaborn.boxplot var15=seaborn.violinplot matplotlib.pyplot.legend matplotlib.pyplot.show 
var1=seaborn.boxplot var15=seaborn.violinplot matplotlib.pyplot.legend matplotlib.pyplot.show 	var10=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var13=plotly.graph_objs.Figure plotly.offline.iplot 
var10=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var13=plotly.graph_objs.Figure plotly.offline.iplot 	var6=seaborn.light_palette 
var8=var2.corr 	matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.colorbar matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.suptitle matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.colorbar matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.suptitle matplotlib.pyplot.show 	var9=var8.tail import_numpy var9=numpy.round 
var3=var2.copy 	import_matplotlib.pyplot 
var4.plot matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var3=var3.drop 
var3=var3.drop 	var3=var3.drop var3.info 
matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.legend matplotlib.pyplot.show 	var9=var3.copy var9=pandas.get_dummies 
matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.xticks matplotlib.pyplot.title matplotlib.pyplot.ylabel 	seaborn.distplot seaborn.distplot 
matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.xticks 	matplotlib.pyplot.figure seaborn.boxplot 
matplotlib.pyplot.figure seaborn.boxplot 	matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend 
matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend 	matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend 
matplotlib.pyplot.figure var1=seaborn.pointplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.set_title matplotlib.pyplot.legend matplotlib.pyplot.show 	matplotlib.pyplot.figure var1=seaborn.pointplot var1.set_xticklabels var1.set_xlabel var1.set_ylabel var1.set_title matplotlib.pyplot.legend matplotlib.pyplot.show 
var1.plot 	loc 
var4.value_counts 	var5=var0.select_dtypes var6=var0.select_dtypes 
var0.boxplot 	var0.apply 
var2=var1.copy 	var5=var5.select_dtypes var6=var6.select_dtypes 
var5=var5.select_dtypes var6=var6.select_dtypes 	import_matplotlib.pyplot 
var5.info 	import_numpy var10=numpy.unique 
var4.info 	import_numpy var11=numpy.unique 
var6.plot 	import_matplotlib.pyplot 
matplotlib.pyplot.figure var6.plot matplotlib.pyplot.legend 	var2.cumsum 
var2.head 	var3=var2.plot matplotlib.pyplot.legend var3.set_xlabel var3.set_ylabel var3.set_title 
var3=var2.plot matplotlib.pyplot.legend var3.set_xlabel var3.set_ylabel var3.set_title 	var4=var2.tail 
var5=var4.plot matplotlib.pyplot.legend var5.set_xlabel var5.set_ylabel var5.set_title 	iloc 
var8=var7.reset_index 	var8=var8.drop 
var12=var11.plot var12.legend var12.set_title var12.set_xlabel 	iloc 
iloc 	var13.head 
var13.head 	pandas.crosstab 
pandas.crosstab 	var13=var13.drop var13.head 
var17=matplotlib.pyplot.legend matplotlib.pyplot.legend matplotlib.pyplot.ticklabel_format matplotlib.pyplot.title matplotlib.pyplot.show 	iloc 
var20=var19.plot var20.set_title var20.set_xlabel matplotlib.pyplot.ticklabel_format 	iloc var21.head 
iloc var21.head 	var23=var22.unstack 
var26=var25.reset_index 	var27=var11.reset_index var28=pandas.merge 
var27=var11.reset_index var28=pandas.merge 	iloc iloc iloc var29=var29.set_index 
var16=var15.plot var16.legend var16.set_title var16.set_xlabel 	var1.head 
iloc 	var17.head 
var17.head 	pandas.crosstab 
var21=matplotlib.pyplot.legend matplotlib.pyplot.legend matplotlib.pyplot.ticklabel_format matplotlib.pyplot.title matplotlib.pyplot.show 	iloc 
var24=var23.plot var24.set_title var24.set_xlabel matplotlib.pyplot.ticklabel_format 	iloc var25.head 
iloc var25.head 	var27=var26.unstack 
var30=var29.reset_index 	var31=var15.reset_index var32=pandas.merge 
var31=var15.reset_index var32=pandas.merge 	iloc iloc iloc var33=var33.set_index 
var1.info 	var4=var1.copy 
var4=var1.copy 	import_re var7=var5.match var6.append_0 
matplotlib.pyplot.subplots seaborn.barplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.subplots seaborn.set_context seaborn.set_style var3=seaborn.distplot var3.set matplotlib.pyplot.legend matplotlib.pyplot.show 
matplotlib.pyplot.subplots seaborn.set_context seaborn.set_style var3=seaborn.distplot var3.set matplotlib.pyplot.legend matplotlib.pyplot.show 	matplotlib.pyplot.subplots seaborn.boxplot 
matplotlib.pyplot.subplots seaborn.boxplot 	matplotlib.pyplot.subplots seaborn.barplot 
matplotlib.pyplot.subplots seaborn.barplot 	matplotlib.pyplot.clf 
matplotlib.pyplot.clf 	matplotlib.pyplot.subplots seaborn.violinplot 
matplotlib.pyplot.subplots seaborn.violinplot 	pandas.pivot_table 
import_matplotlib.pyplot import_numpy import_sqlite3 var1=var0.cursor var1.execute var2=var1.fetchall var0.close var1=var0.cursor var1.execute var5=var1.fetchone var0.close 	matplotlib.pyplot.figure var16=matplotlib.pyplot.gca var16.set_axis_bgcolor var16.set_axisbelow matplotlib.pyplot.subplots_adjust matplotlib.pyplot.title matplotlib.pyplot.axis matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.grid matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.clf matplotlib.pyplot.semilogx matplotlib.pyplot.semilogx matplotlib.pyplot.semilogy matplotlib.pyplot.semilogy var17.append_0 var18.append_1 var11.append_2 var12.append_3 matplotlib.pyplot.loglog matplotlib.pyplot.loglog matplotlib.pyplot.plot matplotlib.pyplot.plot var19.append_4 var20.append_5 
var0=pandas.read_excel var0.head 	var1=pandas.read_csv var1.head 
var1.plot 	var1.drop 
matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.show 	matplotlib.pyplot.show 
var5=seaborn.distplot var5.set matplotlib.pyplot.legend 	seaborn.boxplot seaborn.boxplot matplotlib.pyplot.xticks seaborn.boxplot matplotlib.pyplot.xticks seaborn.boxplot matplotlib.pyplot.xticks matplotlib.pyplot.show 
seaborn.boxplot seaborn.boxplot matplotlib.pyplot.xticks seaborn.boxplot matplotlib.pyplot.xticks seaborn.boxplot matplotlib.pyplot.xticks matplotlib.pyplot.show 	seaborn.countplot seaborn.countplot matplotlib.pyplot.show var1.append_0 
seaborn.countplot seaborn.countplot matplotlib.pyplot.show var1.append_0 	seaborn.boxplot matplotlib.pyplot.show 
matplotlib.pyplot.tight_layout var5.set_title 	seaborn.countplot matplotlib.pyplot.show 
seaborn.countplot matplotlib.pyplot.show 	var10=var10.replace 
var12=pandas.pivot_table matplotlib.pyplot.show 	matplotlib.pyplot.tight_layout var13.plot var5.set_title 
matplotlib.pyplot.tight_layout var13.plot var5.set_title 	import_itertools import_plotly.plotly import_plotly.graph_objs 
var42=var0.drop var42=var42.drop var43=var42.corr seaborn.set_palette 	import_pandas var0=pandas.read_csv var0=var0.drop var0=var0.dropna var0=var0.dropna var44=pandas.get_dummies var0=var0.drop var0=pandas.concat var0=var0.replace var46.insert ix var0.head 
import_matplotlib.pyplot matplotlib.pyplot.show 	import_matplotlib.pyplot import_seaborn var57=var0.drop var60.fit var61=var60.predict matplotlib.pyplot.figure seaborn.distplot matplotlib.pyplot.show 
var15=var6.corr matplotlib.pyplot.figure seaborn.heatmap matplotlib.pyplot.title 	seaborn.countplot 
seaborn.countplot 	var16=matplotlib.pyplot.figure cm var21=matplotlib.pyplot.subplot var21.scatter var21.scatter var21.set_xlim var21.set_ylim var21.set_xticks var21.set_yticks matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
var16=matplotlib.pyplot.figure cm var21=matplotlib.pyplot.subplot var21.scatter var21.scatter var21.set_xlim var21.set_ylim var21.set_xticks var21.set_yticks matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	var21=matplotlib.pyplot.subplot var23=var23.reshape var21.contourf var21.scatter var21.scatter var21.set_xlim var21.set_ylim var21.set_xticks var21.set_yticks var21.set_title var21.text 
var4=numpy.arange matplotlib.pyplot.show var2.append_0 var3.append_1 	var9=var8.fit_transform 
matplotlib.pyplot.show 	matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.show 
matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.show 	matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title rcParams matplotlib.pyplot.xticks matplotlib.pyplot.show 
var22=pandas.DataFrame 	var23.append_0 
var2=seaborn.barplot var2.set matplotlib.pyplot.show 	var1=pandas.merge 
var1=pandas.merge 	var2=seaborn.barplot var2.set matplotlib.pyplot.show 
var2=seaborn.barplot var2.set matplotlib.pyplot.show 	var0=pandas.read_csv 
var2=seaborn.barplot var2.set matplotlib.pyplot.show 	var0=pandas.read_csv var1=pandas.merge 
var3=var1.groupby 	var4=var1.groupby 
var4=var1.groupby 	var5=var1.groupby 
var5=var1.groupby 	loc 
loc 	var8=var7.copy 
seaborn.set_style var1=seaborn.distplot var1.set matplotlib.pyplot.legend 	var1=seaborn.violinplot var1.set matplotlib.pyplot.legend 
var1=seaborn.violinplot var1.set matplotlib.pyplot.legend 	seaborn.set_style var1=seaborn.distplot var1.set matplotlib.pyplot.legend 
seaborn.set_style var1=seaborn.distplot var1.set matplotlib.pyplot.legend 	var3=var2.getvalue var2.close 
var0.info 	var0=var0.dropna 
matplotlib.pyplot.figure seaborn.set var3=matplotlib.pyplot.subplot var3=var2.plot var3=matplotlib.pyplot.title var3=matplotlib.pyplot.xlabel var3=matplotlib.pyplot.ylabel var4=matplotlib.pyplot.subplot var4=seaborn.distplot var4=matplotlib.pyplot.title var4=matplotlib.pyplot.xlabel 	var5=pandas.read_csv matplotlib.pyplot.figure var3=matplotlib.pyplot.subplot var3=matplotlib.pyplot.pie var3=matplotlib.pyplot.title var3=matplotlib.pyplot.xlabel var3=matplotlib.pyplot.axis var4=matplotlib.pyplot.subplot var4=seaborn.countplot var4=matplotlib.pyplot.title var4=matplotlib.pyplot.ylabel var4=matplotlib.pyplot.xlabel var4=matplotlib.pyplot.tight_layout 
var5=pandas.read_csv matplotlib.pyplot.figure var3=matplotlib.pyplot.subplot var3=matplotlib.pyplot.pie var3=matplotlib.pyplot.title var3=matplotlib.pyplot.xlabel var3=matplotlib.pyplot.axis var4=matplotlib.pyplot.subplot var4=seaborn.countplot var4=matplotlib.pyplot.title var4=matplotlib.pyplot.ylabel var4=matplotlib.pyplot.xlabel var4=matplotlib.pyplot.tight_layout 	matplotlib.pyplot.figure var10=seaborn.countplot var10=matplotlib.pyplot.title 
matplotlib.pyplot.figure var10=seaborn.lineplot var10=matplotlib.pyplot.title var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel 	matplotlib.pyplot.figure var13=numpy.sort var10=matplotlib.pyplot.fill_between var10=matplotlib.pyplot.fill_between var10=matplotlib.pyplot.fill_between var10=matplotlib.pyplot.fill_between var10=matplotlib.pyplot.legend var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 
matplotlib.pyplot.figure var13=numpy.sort var10=matplotlib.pyplot.fill_between var10=matplotlib.pyplot.fill_between var10=matplotlib.pyplot.fill_between var10=matplotlib.pyplot.fill_between var10=matplotlib.pyplot.legend var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 	matplotlib.pyplot.figure var10=seaborn.violinplot var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 
matplotlib.pyplot.figure var10=seaborn.violinplot var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 	matplotlib.pyplot.figure var10=seaborn.boxplot var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 
matplotlib.pyplot.figure var10=seaborn.boxplot var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 	matplotlib.pyplot.figure var14=var14.pivot var10=seaborn.heatmap var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 
matplotlib.pyplot.figure var10=seaborn.countplot var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 	matplotlib.pyplot.figure var10=seaborn.violinplot var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 
matplotlib.pyplot.figure var10=seaborn.violinplot var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 	matplotlib.pyplot.figure var10=matplotlib.pyplot.bar var10=matplotlib.pyplot.bar var10=matplotlib.pyplot.xticks var10=matplotlib.pyplot.legend var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 
matplotlib.pyplot.figure var10=matplotlib.pyplot.bar var10=matplotlib.pyplot.bar var10=matplotlib.pyplot.xticks var10=matplotlib.pyplot.legend var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 	matplotlib.pyplot.figure var10=seaborn.boxplot var10=matplotlib.pyplot.xlabel var10=matplotlib.pyplot.ylabel var10=matplotlib.pyplot.title 
